source	interaction	target
GTF2F1	-t>	ABL1
MAP2K2	-phos>	ID1
MTPN	PPI>	MAPK1
VDR	PPI>	RB1
STAT5A	PPI>	CRKL
PGR	PPI>	STAT5A
SRF	PPI>	GTF2F1
CRKL	PPI>	ABL1
PECAM1	PPI>	MAPK1
MAPK1	PPI>	IER3
MAPK1	PPI>	TNIP1
RB1	PPI>	ABL1
VDR	PPI>	HMGN3
CRKL	PPI>	BCR
NCOA3	PPI>	ABL1
ATF2	PPI>	MAPK1
MAPK1	-t>	ETS1
MAPK1	PPI>	MTPN
VDR	PPI>	MAPK1
HMGN3	-t>	MAPK1
MAPK1	PPI>	PGR
MAPK1	PPI>	TPR
MAPK1	PPI>	PECAM1
DUSP22	PPI>	MAPK1
ETS1	PPI>	NCOA3
TCF3	PPI>	ID1
ELK1	PPI>	MAPK1
GTF2F1	-t>	ID1
PGR	PPI>	MAPK1
PGR	PPI>	NCOA3
GTF2F1	-t>	MAPK1
VDR	PPI>	TCF3
MAP2K2	PPI>	MAPK1
MAPK1	PPI>	DUSP1
MAPK1	-t>	SRF
CIITA	PPI>	MAPK1
RB1	PPI>	BRF1
IER3	PPI>	MAPK1
SRF	PPI>	ELK1
TNIP1	PPI>	MAPK1
MAPK1	PPI>	PTPN7
GTF2F1	-t>	BCR
DUSP1	PPI>	MAPK1
STAT5A	PPI>	MAPK1
MAPK1	PPI>	DUSP22
MAPK1	PPI>	MAP2K2
VDR	PPI>	NCOA3
RB1	PPI>	BCR
MAPK1	PPI>	CIITA
ATF2	PPI>	RB1
DUSP6	PPI>	MAPK1
MAP2K2	-t>	ETS1
STAT5A	PPI>	PGR
MAPK1	PPI>	DUSP6
MAPK1	PPI>	ELK1
MAPK1	PPI>	ATF2
MAPK1	PPI>	VDR
HMGN3	-t>	BCR
PTPN7	PPI>	MAPK1
TPR	PPI>	MAPK1
MAPK1	PPI>	STAT5A
TPR	PPI>	NCOA3
