source	interaction	target
GTF2F1	-t>	ABL1
MTPN	PPI>	MAPK1
VDR	PPI>	RB1
STAT5A	PPI>	CRKL
MTPN	PPI>	REL
CRKL	PPI>	ABL1
SRF	PPI>	GTF2F1
MAPK1	PPI>	TNIP1
RB1	PPI>	ABL1
MAPK1	PPI>	PGR
CRKL	PPI>	BCR
MAPK1	-t>	SRF
MAPK1	-t>	ETS1
MAPK1	PPI>	MTPN
VDR	PPI>	MAPK1
RB1	PPI>	BCR
CRKL	-t>	SRF
MAPK1	PPI>	TPR
TFCP2	PPI>	MAPK1
VDR	PPI>	HMGN3
SRF	-t>	CFL1
ATF2	PPI>	MAPK1
DUSP22	PPI>	MAPK1
PGR	PPI>	NCOR2
CRKL	-phos>	ETS1
PML	PPI>	SRF
ELK1	PPI>	SRF
PGR	PPI>	MAPK1
REL	PPI>	SRF
ELK1	PPI>	MAPK1
MAPK1	PPI>	VDR
MAP2K2	PPI>	MAPK1
TPR	PPI>	MAPK1
MAPK1	PPI>	IER3
STAT5A	PPI>	MAPK1
MAPK1	PPI>	ATF2
MAPK1	PPI>	TFCP2
CIITA	PPI>	MAPK1
RB1	PPI>	BRF1
IER3	PPI>	MAPK1
SRF	PPI>	ELK1
CFL1	-t>	ETS1
TNIP1	PPI>	MAPK1
MTPN	PPI>	RELA
GTF2F1	-t>	BCR
DUSP1	PPI>	MAPK1
MAP2K2	-t>	ETS1
MAPK1	PPI>	DUSP22
VDR	PPI>	NCOR2
NCOR2	PPI>	SRF
STAT5A	PPI>	PGR
MAPK1	PPI>	MAP2K2
HMGN3	-t>	MAPK1
MAPK1	PPI>	CIITA
ATF2	PPI>	RB1
DUSP6	PPI>	MAPK1
ATF2	PPI>	PML
RELA	PPI>	SRF
CRKL	-t>	HMGN3
PGR	PPI>	RELA
MAPK1	PPI>	ELK1
MAPK1	PPI>	DUSP1
GTF2F1	-t>	MAPK1
HMGN3	-t>	BCR
GTF2F1	-phos>	ETS1
PGR	PPI>	STAT5A
MAPK1	PPI>	STAT5A
MAPK1	PPI>	DUSP6
