source	interaction	target
GTF2F1	-t>	ID1
MAP2K2	-phos>	ID1
PGR	PPI>	NCOA3
MAPK1	PPI>	VDR
VDR	PPI>	TCF3
MAP2K2	PPI>	MAPK1
VDR	PPI>	RB1
STAT5A	PPI>	CRKL
MAPK1	PPI>	ATF2
RB1	PPI>	BRF1
SRF	PPI>	GTF2F1
CFL1	-t>	ETS1
CRKL	-phos>	ETS1
NCOA3	PPI>	ETS1
GTF2F1	-t>	BCR
VDR	PPI>	HMGN3
MAP2K2	-t>	ETS1
CRKL	PPI>	BCR
MAPK1	PPI>	MAP2K2
MAPK1	-t>	SRF
MAPK1	-t>	ETS1
VDR	PPI>	NCOA3
RB1	PPI>	BCR
SRF	-t>	CFL1
ATF2	PPI>	RB1
MAPK1	PPI>	PGR
MAPK1	PPI>	TPR
TCF3	PPI>	ID1
HMGN3	-t>	BCR
GTF2F1	-phos>	ETS1
PGR	PPI>	STAT5A
MAPK1	PPI>	STAT5A
TPR	PPI>	NCOA3
