id	Type	QL-XII-47_0.37	GDC-0941_0.37	AS-601245_1.11	dasatinib_0.37	GSK-1059615_1.11	NVP-BEZ235_0.04	crizotinib_10	PHA-665752_10	trametinib_3.33	NVP-BEZ235_0.37	BRD-K54997624_3.33	BRD-K88573743_0.12	QL-X-138_10	BRD-K54997624_10	BRD-K94012289_10	GSK-2126458_1.11	afatinib_10	ZSTK-474_3.33	neratinib_3.33	BRD-K54997624_1.11	JW-7-24-1_10	BRD-A18328003_0.37	GSK-1059615_3.33	GDC-0941_1.11	AZD-8055_0.12	PI-103_0.37	JW-7-24-1_3.33	WYE-125132_0.37	BRD-K88573743_1.11	BRD-K20696416_10	NVP-BEZ235_1.11	NVP-TAE684_10	BRD-K29395450_10	AZD-8055_10	trametinib_1.11	nilotinib_10	LDN-193189_3.33	AS-605240_10	GSK-2126458_0.37	torin-2_0.04	torin-1_10	PI-103_1.11	QL-XII-47_1.11	BRD-A18328003_0.04	JW-7-24-1_1.11	foretinib_10	sorafenib_10	PD-0325901_10	saracatinib_10	AZD-8055_0.04	GSK-1059615_10	canertinib_3.33	WYE-125132_3.33	trametinib_0.37	PD-0325901_1.11	AZD-6482_10	SU-11274_10	NVP-BEZ235_3.33	QL-X-138_1.11	BRD-U51024685_10	PI-103_3.33	torin-2_0.12	ZSTK-474_10	BRD-U61997977_10	AZD-8055_0.37	selumetinib_3.33	GDC-0941_10	BRD-A18328003_0.12	torin-2_3.33	QL-X-138_3.33	JNK-9L_10	AZD-8055_3.33	NVP-BEZ235_10	BRD-A18328003_1.11	GSK-2126458_0.12	BRD-U60236422_10	BRD-K94012289_3.33	torin-1_0.37	BRD-U60236422_1.11	GSK-2126458_3.33	AKT-inhibitor-1-2_10	dovitinib_10	PI-103_10	AZD-8330_10	buparlisib_10	WYE-125132_0.04	JNK-9L_0.37	torin-1_1.11	torin-2_0.37	BRD-K88573743_10	ZSTK-474_0.37	GSK-2126458_0.04	AZD-8055_1.11	PD-184352_10	BRD-K88573743_3.33	trametinib_10	BRD-A18328003_3.33	JNK-9L_3.33	BRD-K94012289_1.11	MK-2206_10	ZSTK-474_1.11	GSK-690693_3.33	dasatinib_10	BRD-U61997977_3.33	torin-1_0.12	JNK-9L_1.11	WYE-125132_1.11	GDC-0941_3.33	buparlisib_1.11	buparlisib_3.33	BRD-K88573743_0.37	LDN-193189_1.11	BRD-K94012289_0.37	QL-XII-47_0.12	BRD-A18328003_10	linifanib_10	NVP-TAE684_3.33	NVP-BEZ235_0.12	canertinib_10	pelitinib_3.33	torin-1_0.04	WYE-125132_10	dasatinib_3.33	WYE-125132_0.12
MECOM	TF_Activity	0.765410264268	4.18684480185	2.19567383633	-2.01985139658	-1.79221893868	3.78765028669	-0.0645784091581	0.743861658513	1.25920719182	-1.50320461525	-1.43820184812	-1.03376845183	-0.263791433498	0.745430570667	-2.78065161721	1.48590896648	-3.05660324467	-0.835570880875	-5.17771448138	-4.11379457605	-0.888752085338	-0.346158370322	0.187883946881	1.13449434337	-2.72161973847	1.72945375705	-1.13734836687	1.44747316208	2.14250282447	0.985713308315	1.21091609021	-5.0797205474	-4.30449270475	-2.60080457407	-0.360367313136	1.48002359141	-0.583074184911	-0.601216672534	0.934584226232	5.78054348779	-1.57578791869	1.07864986526	-0.21688973927	1.11820528924	-1.83462570111	-0.463871725711	-2.17749839215	-1.10225369504	-1.07575932847	0.830607506212	0.314261316663	-1.28854806645	1.33479501496	0.451767727125	-0.505680619335	-0.191156780315	-2.20522894601	0.463401365715	2.25319024028	1.61622428767	-2.18720804288	0.431096707028	1.06754179088	3.5205819842	2.45762481851	-2.33140173777	2.00207017798	1.61627396706	-3.61099839258	2.08009935089	2.87401495536	0.474199635872	-0.735101619397	3.05638806305	1.11833563767	1.1804229589	-3.47317971804	-0.848549219834	-3.78505546646	1.57738829982	1.09671193196	2.62765528778	0.505608259996	-2.33947202362	-1.97286841961	-0.721217940324	-1.3911338201	-1.1173578758	-0.0362632244747	3.65312850056	-1.58319768094	2.67983333702	2.15513593212	1.70792030785	5.53580134722	1.63217037183	2.92792536804	4.77466862864	-1.9269613547	-1.08470041888	0.550776221197	1.9685532317	0.238648915212	0.320469532476	3.84352284026	2.81577386938	-2.27241522543	2.57675685924	0.931758510598	-0.142395508806	0.45817030997	-0.122590541082	-1.3390513309	-0.381595090096	0.560840746173	1.93452709945	-4.00828478385	1.214814244	-2.19160976376	-2.13839471699	-0.50403240944	0.218281778666	-1.78936806238	-0.697539449751
JUN	TF_Activity	0.761245183381	1.34397517436	-1.93205262747	-2.69393339942	0.084167956586	2.36330363417	0.312850942338	-1.99000439876	-2.68212082792	2.57467740701	-1.47749160305	-1.08097351419	1.06821392237	-0.60381313201	-0.560578544248	3.5819622174	1.91489768008	1.92334331598	-0.0444943003905	-0.741859151093	0.931695812598	1.30339063779	0.0596067620962	0.74718470222	1.08735079633	-0.203251301477	0.431210438296	0.906094808502	0.410820600654	0.243903713612	1.38043856245	-2.74855520016	0.829393228051	0.186832852717	-3.63627945371	-1.51234054171	-0.663847900808	-0.258289126934	2.89428941569	-0.452006915511	3.35308485841	-1.59664863038	0.951249412995	0.787708803305	0.711328392181	-1.29756266333	1.0869514585	-3.22076434555	-1.99981340024	0.73027639382	-1.08486947758	-0.977052819625	2.28538084655	-2.80094663123	-2.33461169967	-0.319260138819	-1.41530353881	0.994489111663	0.459386299582	0.637355310573	1.36576271035	0.591312157755	0.339546647167	0.445381899447	0.315811521297	-2.03236164033	2.70305176369	-0.125752578735	1.52488519474	-0.264766976015	-0.249470011021	0.667828928371	0.54123582396	1.9097387128	4.11406006606	-2.18527237524	-0.403171130917	0.271025286298	-1.26506170158	2.36136279479	0.636092857919	-1.13587386646	2.27894119728	-1.56616994504	2.01327169424	-0.266195804722	-0.818396032796	0.719563435226	0.715917941032	-1.68739703976	-0.0182290135294	3.88176816425	0.732817540769	-1.71221777702	-1.1026332242	-1.01139594822	-0.341413128089	-0.379363424259	2.0720311018	1.05731656718	3.62711222066	-0.309359849918	-3.21912146751	-2.05816253517	0.944320217517	-0.606930350363	-0.167215714272	0.64773867838	-0.187500917802	1.65158475495	-1.77793354944	-2.86004528883	0.117337788369	0.428643901288	0.828842414273	-0.868922332202	-0.898688366918	3.54534335775	-1.76528995589	-2.33820811088	0.149872026336	1.87186179646	-4.07556755844	0.547571119843
MAPK8IP1	TF_Activity	-3.36416684493	-2.54395609183	-0.168182417217	0.672841901431	1.35628838083	2.57615455988	0.183403897547	3.93429105364	-1.17666937834	0.946328177304	-1.18852764323	-1.725876916	-2.02640067117	-2.06229147017	-2.39460589327	-1.16150008528	2.88838209922	-1.48349674348	0.642436614305	-2.72848407164	1.98051662678	4.63603870432	0.461451639936	3.26285998798	-1.94350403383	0.168866371075	-0.587361786392	0.267442272484	4.16156763037	3.21720478831	2.60744111327	1.58971786296	0.977438687338	-0.864985272736	0.147766644793	-3.90219420796	-0.631879413365	-2.35360516625	0.425553288896	-0.808551500627	0.91667599265	0.234314056311	-2.97984917608	0.106016410223	1.59798175099	2.72416329676	-2.25491400686	-0.689698891835	-0.669406225154	-4.38112692975	0.509551404184	-0.530383016652	0.20339186642	1.00115731613	-3.43304940814	0.666493019068	-1.50525694888	5.98940709234	5.12456931989	0.379295348	1.64555310496	0.143936092395	-1.16282196504	2.13043080945	-3.32294879668	-1.06545723926	1.55332681344	0.532428268522	2.57004302183	-3.40872002407	1.42883758059	1.49227989901	1.31517564113	3.01794551755	0.8433221421	1.40401107591	-0.591874551946	-2.41029218694	1.86851611716	-0.845423794996	2.82226736833	0.450099280269	3.07564905508	-2.11078628765	2.12191688408	-3.60634393272	0.0272272139144	0.209955876884	1.07806664626	-0.784390347586	-0.417347757331	2.66553486626	-1.61522279348	1.47081436187	0.817755083001	2.18988229015	1.54446013399	0.320932257453	0.685752781932	0.981960387183	-1.75514893197	-0.320851774101	1.60302515522	-0.721453580804	-1.47885197336	-2.69032400256	1.40370657712	1.44425422344	-0.989828024694	-0.106614105596	-1.6371157366	-4.39494413374	-3.24345564596	-1.34269435208	2.83243624528	-2.30447903286	1.30719733199	0.254049305083	1.75322507591	-1.40920935725	-1.29998675033	-2.26652171954	1.48497576658	0.525566229297
CREB3L1	TF_Activity	-0.744655854448	0.712293295875	-1.53289019439	2.92171677194	4.80460006538	2.79998947057	1.95415841244	-3.98295427858	-1.18337383679	1.06449166703	0.636081049267	-3.35121079638	-2.77667717442	0.856478144231	-1.91843941807	1.32596324886	-1.62901475713	0.903717905357	-2.46333852617	-3.40969867724	-3.62543798296	-0.387755092046	4.07509412547	-0.0330217614046	-1.49729924831	1.65640246749	1.67414481307	1.28742788189	-1.90558084769	-1.68027355645	3.85433977121	2.57833983542	1.59663576598	0.519407102463	-3.49068371053	3.27594907564	-0.720223472629	-2.6840074719	0.980955196501	2.41703736511	2.71325791614	2.44366197009	-0.41862467069	2.84562292119	3.96847246484	-0.24829948309	-0.833249475516	-6.00540868289	-1.82103707761	-0.986070442864	0.0611240575021	3.0118672091	1.13895050839	-2.35979748688	-5.58368942521	-0.689500182511	-4.49448613402	0.106679196223	-0.513268724062	-0.627117888119	1.04234280279	0.829565186389	1.40944858569	-1.42928840985	0.780755295939	-2.77260249654	2.99172472194	1.2368848746	0.661723970519	1.37711845125	-0.149440309103	0.634586609119	0.0250378253751	3.62322468696	4.84898321021	1.27246601914	1.52184157391	5.49379851729	2.36166319048	-0.498306732044	4.18403010778	0.93938996056	-2.16657854295	-4.26014555667	-3.17312545288	-1.28793470791	-2.83647005012	1.96435218879	1.44872417397	0.531941656163	1.60873388626	2.11062424333	0.338096541833	-2.93040093695	0.729404407701	-2.80227472573	1.00988019501	-0.833981300665	3.48968128808	2.45773860895	2.06548605672	2.24162267078	2.87705658665	-3.31402771374	1.98051288998	-3.86196230818	1.45789023861	3.26904829757	1.9086586007	3.70412600034	-3.67962120238	0.530542364042	1.56116436385	-2.30648570533	4.57478184319	-1.64784805961	2.92670726641	0.427956698178	0.628155959382	-2.16361725989	0.763414102321	1.6116220132	1.97411413076	-0.505673994129
KLF2	TF_Activity	-0.401077528473	2.84498780332	-5.18193494151	-2.48615879817	-1.18501125203	6.42376573762	0.702112710818	-5.9230978721	-3.5482695901	1.2023615692	0.668871082308	-4.76915647472	-0.328059048852	-0.0174942481425	-0.653849620781	6.75170264369	-3.88257039148	3.86661401982	-2.8158100135	-0.98899884799	-2.09829435169	3.7098412172	1.37878310163	3.37994547178	-0.931964843781	3.32445012037	2.71264240373	-0.532656545382	1.15432138047	2.32841309145	2.89420971276	-3.01102686418	2.77956831898	5.09275929326	-3.0883843097	-5.18132954002	-2.61685251365	-1.87608953219	4.50638615922	3.30591157159	-1.20626217291	3.0459276758	-2.32051875777	2.01900929069	2.37238387577	3.57290410639	-0.986374098044	-4.27871236965	-1.49580600696	0.704384934849	1.45775248857	-2.6784006762	1.17722311209	-0.50955410229	-5.55801868834	1.1973055093	-3.65579754958	4.14137687432	0.0681664248208	-1.28000547604	2.86020089403	2.02822666138	3.0847787402	0.994963133381	1.09804917211	-1.74509323329	5.00507802552	2.2359470594	-0.349384618078	-0.08944215239	0.0385508342437	3.14163372378	2.86511561825	4.7314823635	5.03052435878	-2.44020287446	0.0386815613958	1.76107443602	-2.74101854036	6.05346138071	2.96426342997	1.1057018546	3.56518454796	-5.20993275435	4.4521021968	1.32031986149	-4.3006887798	0.848562472766	5.21086515658	-3.16591869552	4.07573398542	6.45195746123	1.21172131448	-2.55976392284	-0.0874369073919	-1.88200277118	5.28583071185	-0.722437609343	1.07560041034	0.12806168737	4.28138397089	-1.58739022155	-2.12415795645	-1.07098529139	1.70425458041	-1.60627819968	3.20868086043	4.70056292431	3.44723424093	4.3781851559	-2.47464080508	-5.59712185426	-0.14830307558	-2.06595996936	3.46595240572	-2.24069179851	0.84256795813	3.62555675527	-0.0490315706675	-2.67745573956	0.0269829442809	2.11801041898	-3.65340446841	-0.31380705593
NFKB1	TF_Activity	-0.0255865648022	0.948267095807	-3.06334146639	-2.20375364543	-0.617116579426	-0.0364261074855	0.738081832158	-2.18500889767	-3.39961057473	0.535052986743	-1.5150013536	-1.68201290018	1.94776593421	-0.638012979341	-0.520691519003	0.149512799188	1.33702559533	-0.751863488765	-0.429352969241	-1.60758661973	2.7203614878	0.563412205895	0.451464919497	-0.807249147941	4.28582632388	3.47575915089	1.67053197785	2.66173955667	-1.84926932287	0.137165602444	-1.62772025814	0.45846719961	-0.488598367979	0.943266347144	-2.3122506591	-2.40169871276	0.650680203477	-0.527035499734	1.25347758358	3.26672765215	-1.74721278264	3.36802137983	2.27514524264	1.93832733523	1.50969242713	-2.30419477536	0.302335603775	0.501950827023	-0.541065989175	3.93467956527	0.57808464016	-3.52425503335	2.0871659116	-4.51056013061	-2.13009007403	-1.04174706849	-2.98066056668	-0.0495119393716	0.613182049432	1.78523505777	1.90735820761	1.3062075766	-0.769725880984	-0.13395851674	3.2147054774	-2.57491799263	1.13167659286	1.45861331291	1.13409144581	1.96773508829	0.126177586099	2.25045512382	-2.19048993052	3.81225077031	3.26573416235	1.06742197518	0.319621686378	-0.583874194796	-3.40852466595	0.636663929337	0.942786813928	0.917341188279	-0.377772419385	0.679560644631	1.40446877668	0.550423244638	0.455104591397	-3.52505446963	0.733903449467	0.846214485269	-0.0634226612517	0.939111522991	4.07453751878	-4.19031366224	-1.03515220885	-1.96671275697	-0.357046518739	0.968223085374	3.9375436289	0.595351087513	1.44668740796	-0.209647397267	-1.56525794284	-0.800759111347	2.18933685656	1.24088964893	-0.988876836835	0.901151958656	-2.86193870114	0.421071342191	0.812889813258	-1.34265844027	0.905916458326	1.02054626966	-0.261441697635	1.33957150646	-2.11814182465	-0.215752276345	-0.883477315821	-1.40465307266	1.14831544051	-1.77724403225	-1.06071756089	2.03782465701
NFKB2	TF_Activity	-1.98522682294	-2.36700342374	-0.979515897531	0.602276928484	-1.8173935712	-4.70258449444	2.62114315497	-1.5960415586	-1.66023201937	0.615169468234	-1.58638415129	-1.26053973675	-4.93071874451	-5.06949466931	1.98932042643	-1.04382608554	1.81248314065	-2.68681764952	4.60140535362	-4.7898081141	1.49578401623	0.601831019339	1.97753653646	-2.17301987481	1.21574277093	0.910792060365	0.40791592217	-2.51800760919	3.05829408382	1.15562083186	-1.7327684186	1.71011951075	1.84190005924	1.36052645664	-0.304227856912	-2.1095454353	-0.662358941055	4.35334350134	-0.878766713434	-1.12685666365	0.387656588932	-0.0313524199997	-3.16021986844	1.88087248597	0.727030255996	-0.504586445073	7.05569289564	1.82021743451	-1.09739562326	2.7705267182	-1.60002381534	-1.08975537602	1.52090139322	0.062298547415	3.64237762455	-6.51349020727	-0.111400293083	1.39775809179	-4.42936225358	1.34952822136	0.478485759516	-1.39911635558	-3.6408221006	2.77589651854	-3.81622872591	-0.862537012408	-2.70469547636	-3.50481266442	1.81414410934	-4.24761807994	1.14736768532	-2.00971712791	-3.86539844592	1.57515117954	0.354527219755	-1.26827802201	1.50118388719	1.4776487943	2.52981528687	-0.468932534165	3.18714147561	1.95959269331	-0.513741161478	1.61189412985	1.51616738998	1.60453881475	2.31678870296	-1.3746812306	0.898031646364	1.62122334287	-0.680139071192	-0.620256168524	-2.4458927502	-1.86435585649	1.69808846906	0.721996918087	-0.769538849217	-1.05957898464	3.7792035189	-1.85838690169	1.95624015045	-2.26979427211	0.64195349009	1.45534537172	-5.60812085827	-2.46506617265	0.0524886957607	1.45977130137	-0.168154567077	3.67576680627	-1.09224857982	-3.06029630784	3.78581403632	-1.72519366585	1.09248007551	-1.64709761791	2.47647907688	0.176160929882	3.42911138049	1.26823022603	-1.15252745558	-2.3998918482	-0.0956300978983	-1.14485646511
MYB	TF_Activity	-1.85931867955	1.9299918249	-1.10137581921	-1.53531646223	1.84493711934	4.81723687988	0.0437667957111	-1.81393888202	1.41575062684	1.23407519151	6.27007141897	-1.47862165954	1.00467735175	4.54111118607	1.80169246524	-0.000851022258002	-5.28986456572	1.12854908778	-2.68927355307	4.82349794079	-1.01490567004	4.11925261134	0.856053122059	3.2425952722	0.855179216387	0.430609149541	-1.29136498594	0.45100515485	-2.1784896567	1.54526013514	1.20619155244	-2.46615352658	0.264206592644	-1.27369248717	0.742876241526	-2.55936741956	-3.13615657591	1.26339851407	1.27041477543	1.76020686587	-2.6491215957	2.90799493421	-1.78491389078	2.60551074958	0.765539859068	2.44326955238	-3.84733455163	-0.379842562265	-2.35193880903	1.87910257945	-0.0110883475692	-2.40339313511	-1.18830923062	0.625994740341	3.02860558563	3.41651335093	-0.419851414191	-0.141254504733	0.462961818366	-0.104745929826	2.19367418049	2.3117799426	0.865236954501	-3.35803474687	1.66603764113	-0.24060461716	1.97021651365	3.36215273779	0.164924403842	2.52431783314	-2.35349982999	1.45094397309	4.61017347648	1.86731158767	3.14030074776	0.156075731184	0.723376532939	1.54285123117	-1.35749319356	-0.943025436193	0.91739391228	-1.46716135815	2.50362609354	1.72606917297	0.0712378542458	0.628828404102	-2.13756219699	0.391508700236	-0.634577427129	-2.13710695778	0.566567449504	1.23177210388	0.466634156089	2.55945103836	-2.95991840117	0.970289999294	4.55415555826	-0.863312850222	0.906010626037	-0.301602037775	0.194841398557	-1.5545486134	-0.391270032919	-2.32392109677	2.47337186631	0.178015988658	0.624830083147	1.18815425011	2.04151644027	0.67921561797	-0.0861858267195	0.126047246896	-1.31802649129	-2.4225671687	2.04825593273	-2.47177744999	-0.895444347177	0.431887054303	-3.81768505682	-0.0289931516407	2.11808336737	-2.18413642036	-2.56510922108	0.48469742968
DDIT3	TF_Activity	0.279543631337	-0.402020427725	-0.859196321151	0.272941645502	0.500919906458	1.30970742309	0.039337468291	0.781617643684	1.80100725911	-1.35511071427	0.122510536345	2.74510956094	-1.74398491696	1.16503597476	-0.346622416567	-0.574990177239	2.41676074999	0.0168513797377	1.33612168006	0.78555647045	0.732943083597	-0.312588218685	0.406860439107	-2.00119710149	-1.6862217634	-2.79256615894	-0.882390433382	-2.44306122282	2.29090500431	0.826047159431	0.904674491667	-0.129725952188	0.809275220288	0.200799602525	-0.986398266549	1.10805646523	2.54916820418	0.778145239183	-0.151948208337	-2.07294338192	3.18337378061	-0.572097161375	0.305166456914	-2.40414617091	0.448456637561	1.7580348386	3.34640941307	-0.345203278355	0.789197363732	-2.19723148087	2.37596238982	2.9982981343	-1.39287425257	-0.934721342038	0.808408917875	-2.58750820582	3.23050667384	-0.453937513306	-0.676731715304	0.124758647621	-1.19052492661	0.612949619655	1.5764511427	-0.171246605269	-2.85752990069	1.57323057634	-1.25059328237	-0.699783240844	2.94264194629	-2.52954057317	-0.825557611053	-1.95466036562	0.89849544994	-1.94952479024	-1.63282643758	0.560502090572	0.362223922035	0.267293509172	-1.46075129391	0.912156734618	-0.807432519265	-0.803577436478	0.161271457041	-0.577464002346	0.870710175589	-1.49028950142	0.92808489172	1.42290461982	1.96944211789	-0.887328874016	-1.03797020105	-1.17251470941	-2.82817948582	1.91519140955	-0.490886546296	0.466338075074	-2.95062785125	-1.31669222496	-0.59092031289	1.91220216062	-0.543385232449	-1.45826677328	0.747533233305	1.27683485408	-2.32720219323	-0.741242142581	-0.0539808803965	-1.96419603286	0.0822853128322	-0.561569116337	0.9252783592	-1.95666679784	0.923870809999	-0.625294182884	-1.08452293896	-1.52381023017	2.05507773902	-1.58438206065	1.77872334355	0.828974993921	-2.62801932272	2.71353740224	0.691228850237	-2.19421062286
SRF	TF_Activity	-1.29210039893	-2.23089621195	0.32081758401	-2.95775334976	-1.13604894753	0.463701512844	-0.100084950204	-0.744125908875	-1.68750545759	4.28273423013	-2.73770006553	1.3873964945	-2.44665420311	-4.00135429785	-0.0173092218613	1.32921303354	1.16941448174	0.360272634194	3.23409142497	-2.16272296742	2.36214244171	0.231092750154	1.31452455453	-0.0580586252274	-0.478187596101	0.64401216048	0.497059712642	2.39755599319	4.77602403372	0.602008955083	0.735106240436	-1.56351433194	2.94541148677	2.3036211919	-3.61493064171	-1.21328389855	-2.01454767489	-1.46512833138	3.60920809296	-1.19868297983	4.20297399356	-1.49854530508	-0.629399235923	0.234202344182	-0.080652892721	-0.751093960516	2.6224276136	2.19029846124	-4.97067648449	1.4325818199	0.966860720484	-3.40619985639	0.432693713965	-4.06563565421	-2.2985605769	-3.22966360221	-1.15105821112	2.26048074845	-1.75294570566	1.11740867774	-0.581766112824	1.63341781433	-1.20363539964	3.03217383313	-1.99222551858	-2.61483622148	-0.452934025857	0.399515647632	3.43208138983	-2.14463511968	2.57447571986	0.69360544401	-2.10174784894	1.1236055063	0.872466590485	-2.60224455893	2.14503219312	-0.46447661707	0.824082377905	3.16149398432	0.812170257072	-4.01746486146	1.09387136406	-0.798913250096	2.32142697286	0.765145923153	0.806207688852	1.13326248844	0.853247683504	1.14337345616	-1.2795928226	1.78626797719	0.250129728284	-2.82072089182	2.26624696211	-2.08003608913	1.60989734991	0.566027243874	0.299576449601	1.14239846575	3.17964751212	2.12867345976	-4.91249547752	0.938482858292	-0.511251839756	0.190177020285	1.09634668951	-0.28919314434	1.01854927606	3.42646557159	-0.997107928131	-5.27352364756	0.967208749437	0.531874357795	0.648845627855	-0.49521997882	-1.848161965	2.53959530596	-2.97213480595	-1.37944320034	-1.44532223263	0.00667561466151	-5.23687747501	1.63260533023
CREB3L4	TF_Activity	1.76089561182	1.65283553234	-3.65305705917	2.93123676859	0.533476237794	-1.46349932065	2.10213214331	-3.37791611498	2.83459869395	-0.140802477189	1.77281429768	-4.85253972511	0.895201588843	1.17441215535	1.31885216396	1.75901172447	-2.78427780476	2.96142577679	-0.52750736777	-0.382806705021	-5.81214069604	0.259858528727	-0.578867357218	-1.43784630676	-3.15133299661	1.30955442874	-1.55821949285	-0.715908366302	-4.77619323271	-0.854218355037	0.917253386902	2.19178138142	0.486587084277	0.285204063008	3.62656215126	2.18145212984	-3.60592049111	3.45827683544	-1.32803307789	0.432849255167	-0.755270982368	-0.0741144070633	0.252851242718	1.34654693584	1.23982747792	2.55676334592	-2.44376536581	0.653672332436	3.51561395878	-2.05043737415	-1.7985811464	6.25470099306	0.249532330511	4.13436381627	1.8484282658	-0.338160781189	-0.394461401612	0.198178757419	-1.88488752709	-1.93211208226	1.57087378197	0.683754832289	1.63461541926	-2.7030974502	-1.59625194434	2.64625547717	1.7719786565	2.54331567956	-2.56878337808	-0.960385584217	-4.45411282231	-0.371857171874	2.9127009447	0.72359786746	-0.383891253689	2.34038030419	-1.82250350453	1.30828174084	5.03645991295	-1.71826734735	2.73092097608	-0.175112988154	0.783193116595	1.30374894034	-0.851880906893	-0.18511103787	-3.27018837558	1.00659513953	-0.179863437576	-4.23391789536	2.33626720668	-0.902980926649	-2.36305674138	2.47406353031	-2.93009767383	2.41611489673	0.496827370693	-3.3438122924	-0.604954549389	0.426866588412	2.62667012692	-1.80341841924	5.28360329459	-0.976860097695	-2.46820665462	-5.70363771287	2.81696804154	2.55303722551	1.12967261283	-1.00360847194	-5.07149727653	1.12530419608	0.57464488737	1.84405952357	2.59963836101	-6.38729846031	5.53398972511	-0.252267472293	3.24970628327	-0.928612165313	-2.75108917904	0.903136716743	3.85798131234	-1.04030447823
RBL2	TF_Activity	-2.52945308958	-1.51318301781	-3.39022257728	-1.68637054285	1.05669335285	1.55113788189	-0.634180592594	1.50037832934	1.08750608026	-0.872375124835	1.34694659134	1.4667552425	1.52883727449	4.22932285201	-2.94141897902	-3.29061099856	0.735287285575	-1.61161203048	-0.541523325419	0.638854309005	0.468084656053	3.74013256159	2.35136309502	-0.564273151745	0.104179540259	-1.74936235072	0.213007665923	-2.80266740169	-4.78584801072	3.06764812531	0.503222391041	2.8058420832	0.49470622808	-3.37676013102	0.824421374626	-1.94025878384	3.09854234684	1.74945900278	-0.50042542703	1.3131747806	-0.522718830023	-0.234571442845	-0.395439314441	2.39329356367	-0.510502542525	0.921120985353	-2.44565613522	0.387999499157	2.58513997381	-0.72252793021	2.47402532391	-0.180818709638	-0.593259366849	-1.39959164785	-2.7848783663	2.79894756502	2.17449215856	-0.389640955018	-0.85854482316	-1.55919429269	-0.354058015404	-0.271634617621	2.57363504327	-3.28036267568	-0.540741536854	3.24067300036	-0.205957551591	3.94184013803	1.39935378231	-0.416584247819	-2.25694653726	-3.90624193234	0.808444736333	0.883677670077	0.570270720548	0.463776791964	-1.32439602634	-2.88358463188	-1.31181458751	-1.14434393185	1.46486828974	2.92972282213	-0.794877318752	-0.0268911929594	0.890823736892	-0.90860801349	-1.98056471173	-1.20358515828	1.50677833886	-2.58789763607	1.27662972348	1.32843308506	-1.7428860491	1.99140398774	-3.00294641945	0.0416856352621	2.32389826344	-1.97370008113	-0.162817077084	0.487853233774	0.402343185748	0.00635611519282	-1.50555335387	-0.54164007594	-1.47929831345	-1.44833656949	-1.19622846015	-1.22795818022	-1.71642809872	-0.140151015424	-0.230255907235	-0.283228233531	-2.38031754837	-0.472716467694	3.76651457705	-0.316971206848	1.21671671782	2.01458041035	1.70453260362	-0.57949647367	0.19001200493	0.338779174044	-0.880112344422	0.503735680514
CREB5	TF_Activity	1.49122700785	0.94261618158	1.88880655645	-1.30473670659	-0.574430321718	0.945444251073	-2.12474094244	2.22548266188	-2.32104820146	-0.753459111513	1.55542609916	3.73436851563	0.558986152579	-1.30706719171	-3.29071949939	-0.0532837445381	2.66848036151	0.564333129842	-0.770397247023	-0.191341788715	0.842294124118	-0.630183865132	-0.413782465827	0.154842694401	2.67287187341	-1.37086569128	0.170147604206	-0.22433080007	2.18325351144	1.69981524515	-0.384339597792	-0.263941066372	-0.154740550906	0.838132942444	-2.62800541434	0.405934338605	2.12886258446	-2.56568704985	1.36703757152	-0.990048798161	-1.47090881743	-1.50724787504	0.530143978345	0.081156771222	0.327695386249	-0.717863551461	1.88173354641	-0.414962265741	-1.32002592343	-0.573826090249	0.0417300888589	-1.54444487775	-0.0093946550677	-3.48567759712	-4.74655132823	-0.933877414586	-0.260075224906	-1.28381994039	0.303032819571	2.12076677268	-1.60345711537	1.69037364156	0.529483806836	0.445392871331	0.0943907910535	-3.33374338174	-0.707124269993	1.63585782913	-0.837425193899	0.282240737681	2.09860535009	0.150377522236	-0.686747481957	1.17186213075	-0.486244701053	-0.0941470720201	2.07375101951	-1.67065494066	-1.47102466291	0.596125441855	-0.51556717327	1.11623494632	-1.38401583165	-2.77230691657	-0.242558187172	-0.242167583193	0.635441055184	-1.4975284036	0.265282314863	1.24323411864	-1.01431020276	-1.75397964248	2.64525366975	-2.4289081647	1.24240730156	-2.53123601744	-1.91740249646	2.0415523618	-0.485446101671	1.46859482092	0.672580124872	1.08114003718	-1.43670443307	0.226881188311	-1.26250499069	2.73802968852	-2.96803924295	0.122904691233	-0.244581932223	-0.427800109964	3.37743001557	0.943917596947	2.59642875914	-0.158374727397	0.621599504951	1.00831261666	-3.87043856755	1.32475127625	-2.46489177769	-0.0430232293403	-1.14454822491	0.482078421777	-1.32081641002	1.945449821
