Name	Regulon	Size	NES	p.value	FDR	Ledge
10538	10538	105	-0.79	0.43	0.679	4350, 23279, 54930, 29967, + 21 genes
121643	121643	94	-0.79	0.43	0.679	6103, 95681, 347240, 6005, + 29 genes
26009	26009	44	-0.79	0.43	0.679	5586, 4520, 7707, 60313, + 19 genes
26149	26149	36	-0.79	0.43	0.679	55335, 28511, 79648, 7754, + 10 genes
3167	3167	33	-0.79	0.43	0.679	10808, 398, 594, 27346, + 8 genes
440695	440695	29	-0.79	0.43	0.679	9132, 10691, 6663, 1915, + 14 genes
4790	4790	180	-0.79	0.43	0.679	9020, 6629, 2739, 3281, + 42 genes
5309	5309	47	-0.79	0.43	0.679	51226, 5654, 5020, 1613, + 22 genes
5978	5978	304	-0.79	0.43	0.679	5147, 222658, 7403, 347344, + 91 genes
10781	10781	64	-0.81	0.42	0.676	50840, 23309, 4752, 8620, + 24 genes
11143	11143	149	-0.81	0.42	0.676	5600, 22843, 23131, 2145, + 35 genes
3399	3399	137	-0.81	0.42	0.676	51299, 1284, 1969, 3384, + 60 genes
63976	63976	58	-0.81	0.42	0.676	5138, 54810, 3373, 9079, + 14 genes
677	677	149	-0.81	0.42	0.676	5142, 3065, 22807, 6843, + 46 genes
81566	81566	35	-0.81	0.42	0.676	7942, 152185, 4904, 23341, + 14 genes
9765	9765	250	-0.81	0.42	0.676	23246, 64799, 324, 10818, + 53 genes
148979	148979	90	-0.82	0.41	0.67	6444, 9745, 54829, 9464, + 28 genes
285989	285989	146	-0.82	0.41	0.67	139081, 115703, 6843, 8620, + 43 genes
8187	8187	83	-0.82	0.41	0.67	7442, 57715, 79943, 23126, + 31 genes
83482	83482	119	-0.82	0.41	0.67	79943, 3785, 54332, 8927, + 47 genes
84622	84622	33	-0.82	0.41	0.67	7442, 55251, 50840, 163131, + 11 genes
23144	23144	86	-0.84	0.4	0.662	29924, 1365, 55290, 7425, + 23 genes
4208	4208	84	-0.84	0.4	0.662	23075, 25780, 83478, 79839, + 33 genes
4821	4821	59	-0.84	0.4	0.662	5230, 79710, 11046, 56267, + 9 genes
503835	503835	31	-0.84	0.4	0.662	1418, 846, 3565, 3443, + 6 genes
54862	54862	103	-0.84	0.4	0.662	5886, 5976, 8677, 56996, + 41 genes
55553	55553	44	-0.84	0.4	0.662	6663, 221061, 23075, 23189, + 16 genes
64344	64344	77	-0.84	0.4	0.662	2277, 3679, 7018, 33, + 32 genes
6722	6722	138	-0.84	0.4	0.662	2275, 1933, 57591, 80148, + 50 genes
9205	9205	46	-0.84	0.4	0.662	9295, 10240, 11193, 55269, + 17 genes
23174	23174	103	-0.86	0.39	0.656	27089, 1459, 23621, 55066, + 23 genes
5449	5449	26	-0.86	0.39	0.656	8507, 2832, 2784, 3360, + 5 genes
10488	10488	85	-0.88	0.38	0.641	4799, 78992, 9380, 8858, + 22 genes
158866	158866	32	-0.88	0.38	0.641	56180, 30813, 10157, 9737, + 10 genes
25792	25792	110	-0.88	0.38	0.641	11034, 7917, 79652, 8019, + 41 genes
25946	25946	180	-0.88	0.38	0.641	54681, 10447, 51559, 81603, + 66 genes
333929	333929	105	-0.88	0.38	0.641	5345, 7439, 171558, 11184, + 32 genes
342900	342900	33	-0.88	0.38	0.641	759, 148066, 779, 51213, + 9 genes
58500	58500	35	-0.88	0.38	0.641	7957, 4601, 79175, 5747, + 14 genes
602	602	48	-0.88	0.38	0.641	6464, 54345, 29998, 22904, + 7 genes
7020	7020	77	-0.88	0.38	0.641	7050, 27128, 824, 8334, + 23 genes
2118	2118	61	-0.9	0.37	0.632	2050, 29, 388650, 645, + 8 genes
2969	2969	49	-0.9	0.37	0.632	8295, 8289, 51631, 3092, + 25 genes
3642	3642	108	-0.9	0.37	0.632	6504, 54332, 8927, 51617, + 35 genes
4487	4487	73	-0.9	0.37	0.632	4056, 3956, 10266, 64395, + 19 genes
4929	4929	74	-0.9	0.37	0.632	1473, 25976, 185, 9201, + 25 genes
51295	51295	125	-0.9	0.37	0.632	5886, 8677, 6188, 6132, + 46 genes
7155	7155	43	-0.9	0.37	0.632	9782, 9942, 55209, 6599, + 13 genes
7634	7634	28	-0.9	0.37	0.632	65981, 6504, 29909, 429, + 10 genes
84215	84215	53	-0.9	0.37	0.632	10294, 25976, 9580, 8642, + 17 genes
8626	8626	141	-0.9	0.37	0.632	1288, 6340, 58498, 4674, + 78 genes
170825	170825	31	-0.92	0.36	0.625	340351, 23467, 4759, 1543, + 15 genes
1958	1958	28	-0.92	0.36	0.625	3491, 7832, 7538, 2669, + 6 genes
374655	374655	135	-0.92	0.36	0.625	1337, 3636, 10393, 4122, + 24 genes
79797	79797	56	-0.92	0.36	0.625	9537, 996, 9409, 6188, + 21 genes
79943	79943	73	-0.92	0.36	0.625	56997, 2444, 55973, 6129, + 15 genes
80714	80714	195	-0.92	0.36	0.625	90379, 1040, 155400, 260294, + 53 genes
26036	26036	34	-0.93	0.35	0.616	581, 988, 55754, 8899, + 15 genes
2623	2623	87	-0.93	0.35	0.616	57019, 10096, 9276, 999, + 20 genes
58524	58524	58	-0.93	0.35	0.616	1284, 3384, 6939, 79839, + 24 genes
5966	5966	50	-0.93	0.35	0.616	4534, 4249, 23405, 2713, + 25 genes
63934	63934	37	-0.93	0.35	0.616	9508, 346157, 79780, 84975, + 8 genes
6928	6928	35	-0.93	0.35	0.616	130, 56673, 5406, 3549, + 9 genes
7546	7546	54	-0.93	0.35	0.616	5095, 5454, 3975, 60509, + 15 genes
2100	2100	56	-0.95	0.34	0.607	7634, 25957, 9350, 441151, + 19 genes
23060	23060	74	-0.95	0.34	0.607	7158, 9201, 23613, 9969, + 22 genes
2355	2355	81	-0.95	0.34	0.607	3914, 29080, 4782, 4929, + 29 genes
57336	57336	52	-0.95	0.34	0.607	54332, 79665, 63897, 6297, + 16 genes
6666	6666	67	-0.95	0.34	0.607	58495, 168544, 3556, 80023, + 26 genes
8320	8320	38	-0.95	0.34	0.607	3581, 9437, 356, 1234, + 13 genes
222894	222894	25	-0.97	0.33	0.596	1758, 8727, 5680, 6336, + 2 genes
23036	23036	128	-0.97	0.33	0.596	3841, 6018, 23097, 9972, + 37 genes
29066	29066	55	-0.97	0.33	0.596	93436, 9101, 29901, 29855, + 10 genes
2908	2908	39	-0.97	0.33	0.596	9179, 5090, 6643, 3570, + 7 genes
5089	5089	59	-0.97	0.33	0.596	80345, 177, 8861, 10554, + 29 genes
89884	89884	50	-0.97	0.33	0.596	3617, 80161, 9909, 2230, + 14 genes
90993	90993	162	-0.97	0.33	0.596	79953, 4958, 54829, 9034, + 50 genes
201516	201516	29	-0.99	0.32	0.584	54221, 7710, 9708, 56920, + 3 genes
3725	3725	33	-0.99	0.32	0.584	10848, 55859, 23645, 10166, + 12 genes
59335	59335	40	-0.99	0.32	0.584	23022, 10669, 84159, 4294, + 14 genes
64919	64919	47	-0.99	0.32	0.584	8110, 4068, 6932, 864, + 25 genes
79177	79177	64	-0.99	0.32	0.584	55663, 80776, 80207, 2068, + 24 genes
169270	169270	86	-1.02	0.31	0.573	23362, 157697, 4668, 4698, + 42 genes
2624	2624	53	-1.02	0.31	0.573	9173, 54503, 115353, 9211, + 19 genes
29068	29068	56	-1.02	0.31	0.573	114876, 1662, 26060, 372, + 15 genes
360023	360023	112	-1.02	0.31	0.573	51566, 23219, 51014, 6738, + 34 genes
4854	4854	103	-1.02	0.31	0.573	2615, 375790, 4323, 9902, + 33 genes
6775	6775	35	-1.02	0.31	0.573	4068, 6932, 11009, 59067, + 17 genes
7547	7547	38	-1.02	0.31	0.573	257407, 60467, 9609, 144404, + 12 genes
114991	114991	60	-1.04	0.3	0.562	9972, 151230, 55209, 6647, + 20 genes
115509	115509	51	-1.04	0.3	0.562	10471, 3572, 64853, 6282, + 8 genes
50862	50862	137	-1.04	0.3	0.562	27125, 5618, 10827, 1315, + 44 genes
6736	6736	36	-1.04	0.3	0.562	6602, 6787, 9390, 55690, + 4 genes
79618	79618	53	-1.04	0.3	0.562	55140, 9583, 4012, 533, + 18 genes
9112	9112	96	-1.04	0.3	0.562	4140, 51548, 51550, 1838, + 29 genes
9203	9203	59	-1.04	0.3	0.562	6297, 3141, 6601, 6599, + 19 genes
121274	121274	108	-1.06	0.29	0.55	55066, 54741, 516, 10471, + 24 genes
153572	153572	50	-1.06	0.29	0.55	7507, 11138, 7350, 257407, + 16 genes
255877	255877	97	-1.06	0.29	0.55	10763, 80111, 9079, 51285, + 24 genes
25925	25925	137	-1.06	0.29	0.55	55713, 131566, 51704, 25937, + 74 genes
5460	5460	31	-1.06	0.29	0.55	339105, 10551, 23532, 1506, + 8 genes
5629	5629	108	-1.06	0.29	0.55	84975, 27089, 5465, 23013, + 27 genes
57567	57567	110	-1.06	0.29	0.55	51291, 3914, 57710, 9672, + 37 genes
6322	6322	69	-1.06	0.29	0.55	5159, 23786, 65981, 79868, + 30 genes
100130426	100130426	28	-1.08	0.28	0.54	3549, 9293, 26189, 5721, + 5 genes
10260	10260	117	-1.08	0.28	0.54	219333, 1944, 53944, 23060, + 31 genes
158431	158431	46	-1.08	0.28	0.54	7378, 51306, 10095, 84253, + 14 genes
22847	22847	93	-1.08	0.28	0.54	9972, 151230, 9710, 23350, + 30 genes
22869	22869	80	-1.08	0.28	0.54	29086, 9648, 23392, 83744, + 22 genes
3204	3204	137	-1.08	0.28	0.54	744, 2645, 64849, 221061, + 57 genes
353088	353088	47	-1.08	0.28	0.54	7594, 10788, 56171, 51164, + 19 genes
3660	3660	91	-1.08	0.28	0.54	5831, 22838, 7528, 51646, + 19 genes
56980	56980	36	-1.08	0.28	0.54	11267, 5978, 8273, 7702, + 6 genes
64864	64864	78	-1.08	0.28	0.54	4644, 146057, 8733, 6938, + 36 genes
84614	84614	26	-1.08	0.28	0.54	5966, 80035, 163486, 146057, + 13 genes
8538	8538	38	-1.08	0.28	0.54	1662, 5475, 4798, 8869, + 7 genes
9831	9831	81	-1.08	0.28	0.54	23054, 65986, 23619, 528, + 25 genes
127396	127396	52	-1.1	0.27	0.532	9295, 80004, 6018, 55335, + 18 genes
23361	23361	41	-1.1	0.27	0.532	2975, 1520, 9726, 9810, + 18 genes
26508	26508	76	-1.1	0.27	0.532	3672, 4325, 10763, 9079, + 19 genes
3169	3169	785	-1.1	0.27	0.532	9933, 9338, 100130449, 25907, + 180 genes
57507	57507	80	-1.1	0.27	0.532	6921, 6045, 80034, 2739, + 21 genes
7554	7554	25	-1.1	0.27	0.532	3720, 26578, 4258, 25862, 11100
7597	7597	43	-1.1	0.27	0.532	22890, 64582, 9866, 55715, + 13 genes
79698	79698	61	-1.1	0.27	0.532	2899, 8667, 64834, 80168, + 14 genes
2494	2494	47	-1.13	0.26	0.52	79839, 1003, 5787, 27115, + 22 genes
339500	339500	87	-1.13	0.26	0.52	9782, 22933, 8933, 23528, + 33 genes
54585	54585	174	-1.13	0.26	0.52	373, 6362, 64172, 54332, + 64 genes
6473	6473	30	-1.13	0.26	0.52	4951, 8877, 3316, 23166, + 12 genes
79692	79692	51	-1.13	0.26	0.52	7572, 9972, 7378, 11344, + 14 genes
7988	7988	39	-1.13	0.26	0.52	23608, 65999, 23136, 10763, + 11 genes
10362	10362	104	-1.15	0.25	0.509	513, 10226, 8498, 113178, + 54 genes
1386	1386	177	-1.15	0.25	0.509	10114, 151230, 3652, 23020, + 62 genes
2117	2117	133	-1.15	0.25	0.509	55870, 826, 27252, 54987, + 33 genes
23660	23660	38	-1.15	0.25	0.509	55610, 55972, 4850, 22853, + 8 genes
266743	266743	102	-1.15	0.25	0.509	4803, 25891, 3590, 57644, + 37 genes
3175	3175	52	-1.15	0.25	0.509	6755, 3046, 478, 79639, + 10 genes
463	463	86	-1.15	0.25	0.509	27125, 115353, 55654, 4130, + 25 genes
5087	5087	63	-1.15	0.25	0.509	2065, 163, 7378, 23528, + 19 genes
5465	5465	209	-1.15	0.25	0.509	27185, 91966, 373863, 1956, + 57 genes
6239	6239	57	-1.15	0.25	0.509	9175, 23133, 9187, 7586, + 12 genes
6621	6621	149	-1.15	0.25	0.509	51116, 56928, 10585, 11129, + 56 genes
7746	7746	78	-1.15	0.25	0.509	5089, 80345, 64708, 6696, + 41 genes
7760	7760	82	-1.15	0.25	0.509	2671, 79641, 3337, 58986, + 41 genes
8216	8216	86	-1.15	0.25	0.509	25809, 1613, 2553, 57591, + 34 genes
286128	286128	84	-1.17	0.24	0.503	10076, 20, 9772, 125058, + 14 genes
3216	3216	43	-1.17	0.24	0.503	51297, 11168, 51226, 5654, + 20 genes
54531	54531	82	-1.17	0.24	0.503	513, 10226, 113178, 84939, + 46 genes
5990	5990	90	-1.17	0.24	0.503	27239, 27285, 30846, 54587, + 40 genes
6618	6618	121	-1.17	0.24	0.503	10362, 81603, 60314, 8666, + 46 genes
7376	7376	108	-1.17	0.24	0.503	10567, 23646, 4924, 9409, + 45 genes
7633	7633	66	-1.17	0.24	0.503	56904, 489, 10868, 9919, + 18 genes
83439	83439	185	-1.17	0.24	0.503	57048, 6853, 54112, 23432, + 53 genes
1811	1811	87	-1.2	0.23	0.488	3284, 991, 10112, 7832, + 28 genes
23013	23013	79	-1.2	0.23	0.488	10277, 57185, 50809, 8021, + 23 genes
23140	23140	101	-1.2	0.23	0.488	125058, 51621, 8815, 3996, + 25 genes
51274	51274	61	-1.2	0.23	0.488	80255, 23640, 92689, 3028, + 13 genes
6257	6257	111	-1.2	0.23	0.488	6046, 6293, 6204, 9587, + 37 genes
8545	8545	86	-1.2	0.23	0.488	5868, 64376, 10168, 1456, + 17 genes
9915	9915	74	-1.2	0.23	0.488	8927, 26040, 307, 1473, + 23 genes
140467	140467	165	-1.23	0.22	0.474	7150, 8202, 6134, 4357, + 73 genes
147687	147687	30	-1.23	0.22	0.474	388567, 54813, 84914, 163131, + 12 genes
22806	22806	77	-1.23	0.22	0.474	1540, 9910, 8837, 7109, + 20 genes
2294	2294	41	-1.23	0.22	0.474	3490, 1003, 2313, 2324, + 16 genes
399669	399669	58	-1.23	0.22	0.474	53373, 59342, 257407, 3769, + 11 genes
4808	4808	43	-1.23	0.22	0.474	220134, 9824, 1586, 4288, + 15 genes
4851	4851	206	-1.23	0.22	0.474	9423, 54458, 7494, 10455, + 80 genes
664701	664701	70	-1.23	0.22	0.474	113835, 4998, 11339, 8914, + 26 genes
10370	10370	73	-1.25	0.21	0.462	847, 7350, 999, 2099, + 22 genes
140628	140628	77	-1.25	0.21	0.462	5256, 4048, 1137, 1152, + 12 genes
170261	170261	53	-1.25	0.21	0.462	2827, 79839, 8547, 2324, + 21 genes
221937	221937	137	-1.25	0.21	0.462	6875, 54662, 5792, 7182, + 58 genes
7566	7566	183	-1.25	0.21	0.462	65123, 9209, 11337, 3483, + 58 genes
9372	9372	52	-1.25	0.21	0.462	114876, 29108, 2771, 64121, + 11 genes
1745	1745	40	-1.28	0.2	0.449	148066, 6540, 57706, 1746, + 8 genes
1959	1959	68	-1.28	0.2	0.449	440738, 3037, 8013, 6401, + 25 genes
347344	347344	109	-1.28	0.2	0.449	3092, 64864, 2713, 5966, + 54 genes
619279	619279	54	-1.28	0.2	0.449	8895, 55074, 98, 253943, + 23 genes
7727	7727	82	-1.28	0.2	0.449	55638, 9810, 146562, 10127, + 34 genes
83744	83744	160	-1.28	0.2	0.449	80012, 92609, 23246, 26472, + 42 genes
8609	8609	79	-1.28	0.2	0.449	54741, 2355, 51009, 7001, + 16 genes
145258	145258	96	-1.31	0.19	0.435	9696, 6873, 9925, 3213, + 22 genes
146050	146050	88	-1.31	0.19	0.435	64848, 9716, 23355, 22933, + 32 genes
155054	155054	33	-1.31	0.19	0.435	727, 605, 6450, 140462, + 14 genes
196	196	95	-1.31	0.19	0.435	4982, 5875, 6573, 57088, + 22 genes
221527	221527	83	-1.31	0.19	0.435	81537, 23673, 2639, 51593, + 24 genes
55294	55294	71	-1.31	0.19	0.435	50813, 7368, 54900, 5425, + 15 genes
7559	7559	76	-1.31	0.19	0.435	54813, 23116, 23161, 51690, + 31 genes
79844	79844	32	-1.31	0.19	0.435	6339, 63941, 1442, 56413, + 17 genes
81856	81856	41	-1.31	0.19	0.435	347344, 6872, 2876, 5978, + 12 genes
84124	84124	32	-1.31	0.19	0.435	54784, 9512, 5865, 7737, + 3 genes
84662	84662	84	-1.31	0.19	0.435	8506, 7106, 79953, 5745, + 33 genes
84872	84872	82	-1.31	0.19	0.435	55663, 55152, 59307, 865, + 24 genes
22955	22955	134	-1.34	0.18	0.423	55339, 51174, 5634, 55108, + 39 genes
23051	23051	106	-1.34	0.18	0.423	9962, 7373, 8924, 29777, + 30 genes
30827	30827	127	-1.34	0.18	0.423	9696, 55160, 10817, 8314, + 35 genes
3174	3174	100	-1.34	0.18	0.423	3890, 23657, 79714, 859, + 30 genes
353355	353355	30	-1.34	0.18	0.423	9699, 9310, 50804, 871, + 4 genes
4779	4779	127	-1.34	0.18	0.423	54872, 7410, 54069, 57602, + 20 genes
79818	79818	134	-1.34	0.18	0.423	54807, 27134, 1549, 8034, + 60 genes
9189	9189	136	-1.34	0.18	0.423	9500, 375790, 4323, 157567, + 48 genes
1112	1112	77	-1.37	0.17	0.408	4093, 1020, 55727, 8609, + 16 genes
23515	23515	88	-1.37	0.17	0.408	79863, 10980, 8867, 7109, + 25 genes
24149	24149	85	-1.37	0.17	0.408	64771, 22866, 3710, 9972, + 31 genes
27125	27125	398	-1.37	0.17	0.408	23389, 10212, 94134, 80255, + 106 genes
29842	29842	75	-1.37	0.17	0.408	114876, 2936, 4948, 8200, + 19 genes
4602	4602	95	-1.37	0.17	0.408	596, 9423, 23030, 55592, + 39 genes
55139	55139	93	-1.37	0.17	0.408	80161, 9909, 10181, 57018, + 34 genes
79724	79724	71	-1.37	0.17	0.408	5261, 7755, 10423, 5652, + 28 genes
84307	84307	75	-1.37	0.17	0.408	7572, 4089, 91746, 114044, + 26 genes
91012	91012	174	-1.37	0.17	0.408	80023, 7812, 10266, 5094, + 62 genes
91603	91603	132	-1.37	0.17	0.408	5514, 55692, 9489, 79922, + 56 genes
1820	1820	131	-1.41	0.16	0.394	80168, 345, 10347, 23263, + 33 genes
1998	1998	77	-1.41	0.16	0.394	9295, 25898, 27090, 6199, + 29 genes
22890	22890	71	-1.41	0.16	0.394	645784, 8650, 2584, 55727, + 18 genes
23119	23119	110	-1.41	0.16	0.394	9020, 8766, 8844, 55160, + 30 genes
367	367	217	-1.41	0.16	0.394	3778, 9231, 57509, 2581, + 45 genes
7704	7704	154	-1.41	0.16	0.394	26040, 10621, 25891, 23492, + 60 genes
79603	79603	120	-1.41	0.16	0.394	64788, 3556, 3029, 60314, + 49 genes
81628	81628	139	-1.41	0.16	0.394	29924, 90379, 155400, 260294, + 46 genes
84330	84330	125	-1.41	0.16	0.394	81932, 4056, 10362, 8666, + 50 genes
84450	84450	118	-1.41	0.16	0.394	55247, 701, 25972, 84193, + 36 genes
8928	8928	60	-1.41	0.16	0.394	79943, 6901, 6132, 5820, + 29 genes
94039	94039	31	-1.41	0.16	0.394	917, 940, 10225, 55573, + 5 genes
11176	11176	138	-1.44	0.15	0.382	27125, 26146, 23613, 6601, + 45 genes
285971	285971	124	-1.44	0.15	0.382	80097, 421, 63935, 6120, + 38 genes
3222	3222	58	-1.44	0.15	0.382	5662, 4067, 4776, 29798, + 17 genes
5454	5454	52	-1.44	0.15	0.382	56154, 1951, 6856, 25792, + 11 genes
55628	55628	64	-1.44	0.15	0.382	5978, 6629, 2035, 8924, + 19 genes
57209	57209	34	-1.44	0.15	0.382	9988, 24144, 22944, 375248, + 12 genes
653404	653404	63	-1.44	0.15	0.382	3593, 2323, 1775, 9985, + 16 genes
6907	6907	37	-1.44	0.15	0.382	4601, 95681, 7262, 23020, + 12 genes
6938	6938	157	-1.44	0.15	0.382	6744, 4205, 25820, 10927, + 43 genes
7579	7579	35	-1.44	0.15	0.382	9923, 84747, 4249, 4649, + 19 genes
84765	84765	36	-1.44	0.15	0.382	55208, 25956, 55821, 10181, + 13 genes
9580	9580	43	-1.44	0.15	0.382	79083, 56062, 10765, 23263, + 11 genes
23619	23619	28	-1.48	0.14	0.369	55074, 8556, 10160, 139081, + 12 genes
2909	2909	100	-1.48	0.14	0.369	388569, 9232, 146691, 79646, + 40 genes
429	429	55	-1.48	0.14	0.369	54332, 55251, 51617, 55005, + 19 genes
54345	54345	45	-1.48	0.14	0.369	256949, 3727, 9412, 11007, + 14 genes
7068	7068	52	-1.48	0.14	0.369	130074, 5874, 54502, 2296, + 28 genes
7942	7942	170	-1.48	0.14	0.369	1912, 8877, 3316, 3590, + 61 genes
9479	9479	227	-1.48	0.14	0.369	525, 54332, 9409, 55859, + 90 genes
10771	10771	53	-1.51	0.13	0.351	23389, 94134, 80012, 2987, + 15 genes
147837	147837	43	-1.51	0.13	0.351	55131, 51635, 1981, 55636, + 15 genes
23528	23528	60	-1.51	0.13	0.351	57698, 23446, 4782, 10114, + 19 genes
284443	284443	48	-1.51	0.13	0.351	10129, 5817, 7644, 9123, + 15 genes
406	406	25	-1.51	0.13	0.351	9648, 28956, 2987, 5692, + 7 genes
55565	55565	86	-1.51	0.13	0.351	81558, 10454, 10126, 7988, + 38 genes
64321	64321	171	-1.51	0.13	0.351	4881, 7432, 10721, 51267, + 63 genes
64641	64641	79	-1.51	0.13	0.351	1131, 2000, 3791, 115353, + 31 genes
6670	6670	64	-1.51	0.13	0.351	9136, 64844, 83452, 5000, + 21 genes
7539	7539	51	-1.51	0.13	0.351	55335, 9377, 63934, 23708, + 15 genes
7644	7644	60	-1.51	0.13	0.351	23522, 3275, 55116, 171392, + 34 genes
79776	79776	42	-1.51	0.13	0.351	26108, 4325, 27241, 23314, + 12 genes
91074	91074	69	-1.51	0.13	0.351	55794, 51351, 7050, 5347, + 23 genes
115950	115950	162	-1.55	0.12	0.342	4298, 7755, 5886, 9409, + 75 genes
1385	1385	167	-1.55	0.12	0.342	9736, 2987, 10927, 2010, + 43 genes
152098	152098	65	-1.55	0.12	0.342	10827, 51014, 991, 10424, + 27 genes
222546	222546	58	-1.55	0.12	0.342	22993, 730, 9737, 9452, + 19 genes
2735	2735	109	-1.55	0.12	0.342	9023, 1735, 9228, 126, + 55 genes
3218	3218	34	-1.55	0.12	0.342	51226, 1346, 3490, 8639, + 17 genes
405	405	37	-1.55	0.12	0.342	607, 56957, 55870, 54856, + 10 genes
4091	4091	46	-1.55	0.12	0.342	6649, 54345, 9719, 3090, + 7 genes
4207	4207	53	-1.55	0.12	0.342	5976, 8677, 8666, 23309, + 23 genes
4299	4299	172	-1.55	0.12	0.342	9533, 23060, 10280, 5978, + 54 genes
57592	57592	118	-1.55	0.12	0.342	9726, 3054, 5792, 10401, + 54 genes
58495	58495	93	-1.55	0.12	0.342	4067, 3992, 3344, 80097, + 28 genes
5914	5914	187	-1.55	0.12	0.342	9091, 64284, 22993, 4217, + 65 genes
6095	6095	61	-1.55	0.12	0.342	6647, 3835, 80308, 79834, + 23 genes
64376	64376	98	-1.55	0.12	0.342	79868, 373, 23172, 1355, + 41 genes
6830	6830	180	-1.55	0.12	0.342	80724, 6904, 55110, 23130, + 53 genes
6927	6927	94	-1.55	0.12	0.342	54681, 10447, 8927, 6251, + 37 genes
7567	7567	65	-1.55	0.12	0.342	79973, 8100, 776, 4998, + 20 genes
7581	7581	31	-1.55	0.12	0.342	64376, 22852, 2539, 2804, + 3 genes
79882	79882	120	-1.55	0.12	0.342	3932, 23389, 55812, 11099, + 31 genes
84619	84619	241	-1.55	0.12	0.342	124044, 57473, 9463, 8220, + 131 genes
8848	8848	93	-1.55	0.12	0.342	22894, 55739, 81617, 10206, + 46 genes
90592	90592	51	-1.55	0.12	0.342	7188, 54807, 91120, 50839, + 25 genes
116412	116412	34	-1.6	0.11	0.331	57513, 56928, 23130, 7593, + 12 genes
200186	200186	100	-1.6	0.11	0.331	23126, 9181, 6232, 27005, + 44 genes
27086	27086	140	-1.6	0.11	0.331	1802, 79901, 4163, 83744, + 40 genes
503582	503582	27	-1.6	0.11	0.331	55690, 6953, 1584
6650	6650	50	-1.6	0.11	0.331	78999, 6305, 7755, 91445, + 23 genes
6671	6671	73	-1.6	0.11	0.331	55972, 2035, 8621, 27241, + 21 genes
7589	7589	66	-1.6	0.11	0.331	3579, 9988, 643854, 10022, + 23 genes
7620	7620	70	-1.6	0.11	0.331	10848, 9181, 10160, 23309, + 29 genes
1997	1997	106	-1.64	0.1	0.312	79154, 9802, 8916, 283537, + 31 genes
285268	285268	56	-1.64	0.1	0.312	7182, 201626, 7626, 9943, + 30 genes
29063	29063	102	-1.64	0.1	0.312	79441, 57060, 23389, 57050, + 26 genes
374879	374879	182	-1.64	0.1	0.312	5037, 7402, 79169, 8209, + 62 genes
4773	4773	117	-1.64	0.1	0.312	10069, 51621, 27068, 3572, + 27 genes
51364	51364	294	-1.64	0.1	0.312	80023, 54903, 54681, 81603, + 130 genes
7799	7799	84	-1.64	0.1	0.312	10245, 50809, 6921, 6628, + 32 genes
8553	8553	53	-1.64	0.1	0.312	7357, 10451, 9654, 9695, + 32 genes
92822	92822	224	-1.64	0.1	0.312	90379, 57018, 90861, 3034, + 78 genes
9849	9849	70	-1.64	0.1	0.312	54891, 55209, 23350, 347344, + 25 genes
10472	10472	164	-1.7	0.09	0.291	8100, 3707, 5525, 29991, + 43 genes
170960	170960	91	-1.7	0.09	0.291	4793, 6047, 728621, 57728, + 23 genes
23390	23390	174	-1.7	0.09	0.291	23461, 9670, 11135, 9988, + 68 genes
23567	23567	89	-1.7	0.09	0.291	6500, 10902, 51720, 22838, + 24 genes
283576	283576	63	-1.7	0.09	0.291	11240, 3746, 2523, 27097, + 15 genes
3142	3142	145	-1.7	0.09	0.291	8578, 3486, 11007, 50486, + 34 genes
54993	54993	93	-1.7	0.09	0.291	50810, 9641, 7020, 55843, + 22 genes
55657	55657	181	-1.7	0.09	0.291	440270, 8398, 6901, 23344, + 82 genes
58487	58487	74	-1.7	0.09	0.291	9295, 196441, 55208, 84099, + 30 genes
6097	6097	140	-1.7	0.09	0.291	63898, 64151, 641, 991, + 59 genes
64397	64397	99	-1.7	0.09	0.291	10114, 27125, 7158, 8994, + 44 genes
6886	6886	146	-1.7	0.09	0.291	1003, 5787, 3679, 4855, + 66 genes
7564	7564	47	-1.7	0.09	0.291	9166, 114932, 1371, 138151, + 11 genes
7572	7572	191	-1.7	0.09	0.291	9525, 8751, 57669, 8774, + 101 genes
7755	7755	149	-1.7	0.09	0.291	1487, 27113, 10362, 989, + 61 genes
79973	79973	39	-1.7	0.09	0.291	79083, 2099, 7804, 8872, + 9 genes
80778	80778	59	-1.7	0.09	0.291	51206, 7067, 2523, 83440, + 16 genes
84458	84458	202	-1.7	0.09	0.291	57148, 7707, 2747, 55717, + 102 genes
84838	84838	173	-1.7	0.09	0.291	9883, 51103, 5684, 55127, + 43 genes
9640	9640	81	-1.7	0.09	0.291	10291, 145389, 11335, 10066, + 28 genes
9757	9757	250	-1.7	0.09	0.291	50488, 56681, 6305, 54476, + 103 genes
100036519	100036519	46	-1.75	0.08	0.277	23030, 51380, 3735, 5925, + 21 genes
162968	162968	101	-1.75	0.08	0.277	3483, 462, 865, 57103, + 40 genes
167465	167465	157	-1.75	0.08	0.277	23421, 3183, 7402, 7111, + 63 genes
168544	168544	186	-1.75	0.08	0.277	22924, 435, 54960, 9091, + 80 genes
25799	25799	27	-1.75	0.08	0.277	57716, 125058, 90485, 965, + 4 genes
2736	2736	171	-1.75	0.08	0.277	9464, 5745, 9737, 1759, + 55 genes
3087	3087	136	-1.75	0.08	0.277	7031, 1981, 23492, 16, + 50 genes
3131	3131	97	-1.75	0.08	0.277	4916, 4660, 63917, 4306, + 36 genes
403341	403341	26	-1.75	0.08	0.277	9988, 11187, 79080, 10927, + 8 genes
