Name	Regulon	Size	NES	p.value	FDR	Ledge
148327	148327	140	0.06	0.95	0.978	3382, 22874, 90993, 5621, + 17 genes
6932	6932	47	0.06	0.95	0.978	959, 57863, 3750, 8435, + 22 genes
2313	2313	234	0.05	0.96	0.982	3603, 57105, 2124, 9976, + 74 genes
257101	257101	52	0.05	0.96	0.982	22914, 916, 30009, 27240, + 22 genes
27319	27319	95	0.05	0.96	0.982	23768, 7035, 2313, 440738, + 25 genes
4211	4211	26	0.05	0.96	0.982	1265, 6910, 23710, 23225, + 2 genes
6689	6689	149	0.05	0.96	0.982	913, 5588, 6361, 1310, + 50 genes
23314	23314	29	0.04	0.97	0.985	3150, 8825, 4057, 10475, + 2 genes
3205	3205	44	0.04	0.97	0.985	5654, 3490, 64388, 5159, + 11 genes
55145	55145	95	0.04	0.97	0.985	10527, 3551, 79752, 11212, + 14 genes
57167	57167	61	0.04	0.97	0.985	6334, 8840, 7077, 6390, + 5 genes
153527	153527	142	0.03	0.98	0.992	2760, 5515, 55696, 8546, + 37 genes
6662	6662	74	0.03	0.98	0.992	5867, 5142, 3914, 9348, + 19 genes
7545	7545	26	0.03	0.98	0.992	84107, 53335, 3487, 6327, 8326
7637	7637	65	0.03	0.98	0.992	9636, 11201, 5884, 27316, + 5 genes
5971	5971	203	0.01	0.99	0.999	7133, 6342, 3383, 27075, + 41 genes
11179	11179	134	0	1	1	6717, 51650, 10480, 7748, + 22 genes
162979	162979	37	0	1	1	54187, 54875, 79038, 741, 6443
22891	22891	61	0	1	1	5654, 25769, 1290, 80210, + 18 genes
22947	22947	28	0	1	1	3170, 6677, 26952, 28234, 9108
254359	254359	96	0	1	1	513, 3508, 56834, 53916, + 38 genes
283078	283078	48	0	1	1	23243, 9723, 51324, 1592, + 23 genes
4825	4825	32	0	1	1	4323, 9902, 1291, 50944, + 5 genes
4853	4853	76	0	1	1	5049, 80005, 5978, 64121, + 15 genes
54738	54738	25	0	1	1	83482, 6915, 10917, 2895, + 9 genes
7750	7750	41	0	1	1	1859, 23369, 23093, 54737, + 2 genes
7764	7764	62	0	1	1	5978, 481, 9597, 331, + 8 genes
79830	79830	86	0	1	1	9784, 2644, 54187, 5694, + 3 genes
8328	8328	32	0	1	1	1359, 2487, 8883, 6906, + 3 genes
84699	84699	45	0	1	1	27329, 1234, 9046, 943, + 12 genes
4212	4212	47	-0.01	0.99	0.999	4211, 651, 54766, 10253, + 22 genes
57178	57178	37	-0.01	0.99	0.999	26123, 23232, 8509, 4782, + 9 genes
5934	5934	76	-0.01	0.99	0.999	5257, 23461, 29763, 55238, + 14 genes
7291	7291	54	-0.01	0.99	0.999	26207, 51299, 5654, 9242, + 18 genes
84146	84146	179	-0.03	0.98	0.992	51079, 23269, 23285, 54800, + 29 genes
1879	1879	287	-0.04	0.97	0.985	7424, 30819, 79633, 83478, + 99 genes
25898	25898	80	-0.04	0.97	0.985	79725, 8649, 128, 8615, + 24 genes
50674	50674	28	-0.04	0.97	0.985	58158, 55573, 58483, 3440
56676	56676	35	-0.04	0.97	0.985	2036, 920, 29974, 27042, + 10 genes
8091	8091	55	-0.04	0.97	0.985	5654, 55532, 8061, 117247, + 18 genes
8462	8462	196	-0.04	0.97	0.985	54800, 92579, 29903, 84942, + 33 genes
1316	1316	45	-0.05	0.96	0.982	1956, 3491, 7538, 2669, + 8 genes
219409	219409	31	-0.05	0.96	0.982	1411, 26285, 6658, 10369, 58530
3225	3225	41	-0.05	0.96	0.982	4666, 7398, 3226, 57127, + 6 genes
4609	4609	120	-0.05	0.96	0.982	6227, 57820, 63874, 51573, + 26 genes
55906	55906	52	-0.05	0.96	0.982	9203, 23708, 2487, 27018, + 10 genes
117581	117581	154	-0.06	0.95	0.978	9464, 9322, 5745, 54550, + 37 genes
55809	55809	42	-0.06	0.95	0.978	6297, 5618, 9580, 55227, + 11 genes
6939	6939	72	-0.06	0.95	0.978	22899, 2701, 8326, 7075, + 9 genes
166968	166968	124	-0.08	0.94	0.972	4163, 79685, 8273, 324, + 22 genes
2114	2114	60	-0.08	0.94	0.972	1969, 8061, 390, 54873, + 21 genes
49854	49854	61	-0.08	0.94	0.972	64223, 23137, 10794, 29903, + 11 genes
6929	6929	258	-0.08	0.94	0.972	5802, 5971, 6294, 4595, + 47 genes
8427	8427	63	-0.08	0.94	0.972	65999, 259230, 54971, 54480, + 11 genes
11107	11107	37	-0.09	0.93	0.967	80034, 26108, 1869, 57088, + 4 genes
344167	344167	47	-0.09	0.93	0.967	2523, 55283, 7368, 2830, + 6 genes
4807	4807	65	-0.09	0.93	0.967	1506, 5431, 2859, 9970, + 16 genes
54764	54764	61	-0.09	0.93	0.967	56889, 6934, 8661, 1793, + 10 genes
58499	58499	203	-0.09	0.93	0.967	5465, 55048, 23332, 8886, + 26 genes
130617	130617	142	-0.1	0.92	0.965	10015, 158747, 55139, 23363, + 22 genes
163033	163033	52	-0.1	0.92	0.965	54878, 6903, 23144, 81857, + 7 genes
351	351	106	-0.1	0.92	0.965	79901, 51435, 3918, 5465, + 19 genes
7697	7697	73	-0.1	0.92	0.965	10793, 91120, 2316, 8034, + 27 genes
84654	84654	26	-0.1	0.92	0.965	90199, 56157, 6540, 80323, + 8 genes
162655	162655	185	-0.11	0.91	0.963	51092, 8310, 375248, 200424, + 37 genes
3231	3231	43	-0.11	0.91	0.963	5654, 30846, 3490, 5159, + 12 genes
3665	3665	124	-0.11	0.91	0.963	59307, 9774, 6881, 51663, + 31 genes
5814	5814	45	-0.11	0.91	0.963	11344, 5782, 25771, 81856, + 10 genes
7706	7706	63	-0.11	0.91	0.963	1843, 5996, 144404, 125058, + 10 genes
84905	84905	61	-0.11	0.91	0.963	55657, 997, 115708, 9704, + 24 genes
118738	118738	34	-0.13	0.9	0.959	5949, 10076, 23491, 492, + 4 genes
51282	51282	174	-0.13	0.9	0.959	2128, 57140, 10025, 29924, + 46 genes
54819	54819	152	-0.13	0.9	0.959	6451, 1456, 10514, 10111, + 18 genes
55205	55205	238	-0.13	0.9	0.959	27185, 91966, 9966, 1956, + 56 genes
56978	56978	114	-0.13	0.9	0.959	1735, 10659, 23504, 355, + 45 genes
7050	7050	94	-0.13	0.9	0.959	23102, 11309, 2071, 79038, + 19 genes
23462	23462	32	-0.14	0.89	0.956	9079, 2258, 83483, 26508, + 5 genes
3662	3662	94	-0.14	0.89	0.956	3290, 2833, 149628, 8837, + 17 genes
6047	6047	90	-0.14	0.89	0.956	54872, 53407, 80306, 521, + 9 genes
10320	10320	266	-0.15	0.88	0.949	26191, 3738, 79931, 11262, + 83 genes
729288	729288	80	-0.15	0.88	0.949	2339, 3446, 389856, 6608, + 18 genes
9774	9774	151	-0.15	0.88	0.949	5289, 23515, 9736, 4793, + 24 genes
2672	2672	55	-0.16	0.87	0.941	1621, 10663, 4068, 4624, + 24 genes
353274	353274	52	-0.16	0.87	0.941	9203, 8994, 10181, 347344, + 15 genes
3651	3651	33	-0.16	0.87	0.941	10481, 27012, 56154, 1045, + 4 genes
6129	6129	207	-0.16	0.87	0.941	6232, 4601, 9881, 6235, + 70 genes
6495	6495	32	-0.16	0.87	0.941	716, 50515, 240, 84617, + 7 genes
9575	9575	321	-0.16	0.87	0.941	673, 51360, 2876, 55238, + 69 genes
121340	121340	38	-0.18	0.86	0.936	151, 10923, 26285, 22897, + 3 genes
50805	50805	35	-0.18	0.86	0.936	6620, 29071, 23363, 57716, + 4 genes
63973	63973	42	-0.18	0.86	0.936	11131, 1308, 55867, 8708, + 5 genes
642658	642658	36	-0.18	0.86	0.936	78999, 7755, 100130958, 155400, + 9 genes
2116	2116	59	-0.19	0.85	0.93	6209, 5204, 8721, 2593, + 25 genes
2186	2186	121	-0.19	0.85	0.93	79665, 63897, 11325, 9577, + 31 genes
4824	4824	117	-0.19	0.85	0.93	55140, 9583, 1748, 2863, + 39 genes
5994	5994	111	-0.19	0.85	0.93	11017, 10443, 1203, 10606, + 19 genes
7030	7030	86	-0.19	0.85	0.93	215, 8061, 3162, 8242, + 28 genes
9096	9096	153	-0.19	0.85	0.93	8814, 63934, 9464, 185, + 41 genes
9839	9839	340	-0.19	0.85	0.93	1102, 9459, 5122, 27185, + 84 genes
2113	2113	173	-0.2	0.84	0.928	1282, 9734, 639, 1233, + 70 genes
3236	3236	28	-0.2	0.84	0.928	9023, 6663, 26648, 5764, + 9 genes
431707	431707	46	-0.2	0.84	0.928	717, 6004, 54039, 4907, + 20 genes
50945	50945	61	-0.2	0.84	0.928	259173, 7498, 1041, 8443, + 14 genes
668	668	25	-0.2	0.84	0.928	1749, 10913, 1308, 80781, 127534
79750	79750	58	-0.2	0.84	0.928	1869, 79901, 4982, 55304, + 8 genes
9464	9464	160	-0.2	0.84	0.928	54587, 64388, 51450, 5159, + 50 genes
10346	10346	111	-0.21	0.83	0.928	79370, 5359, 116984, 27071, + 37 genes
197407	197407	48	-0.21	0.83	0.928	9727, 79724, 51727, 6446, + 4 genes
23598	23598	71	-0.21	0.83	0.928	9814, 10454, 10126, 56478, + 27 genes
7025	7025	62	-0.21	0.83	0.928	79633, 64388, 2151, 5159, + 22 genes
83855	83855	151	-0.21	0.83	0.928	83475, 6294, 51593, 11007, + 30 genes
22834	22834	64	-0.23	0.82	0.922	10785, 64847, 2886, 55314, + 9 genes
2296	2296	636	-0.23	0.82	0.922	23105, 83439, 63891, 5743, + 167 genes
2302	2302	56	-0.23	0.82	0.922	27285, 2538, 9810, 6716, + 18 genes
57786	57786	31	-0.23	0.82	0.922	6671, 8887, 54476, 641339, + 7 genes
7862	7862	166	-0.23	0.82	0.922	11273, 51626, 11014, 79568, + 37 genes
90827	90827	34	-0.23	0.82	0.922	1411, 2566, 2244, 6677, 1406
9406	9406	90	-0.23	0.82	0.922	441024, 5876, 79675, 9295, + 25 genes
10474	10474	90	-0.24	0.81	0.918	79004, 80776, 85359, 6419, + 23 genes
6879	6879	70	-0.24	0.81	0.918	5544, 7322, 57062, 51164, + 25 genes
163223	163223	26	-0.25	0.8	0.911	1191, 7373, 3769, 10489, + 6 genes
25988	25988	87	-0.25	0.8	0.911	9903, 6202, 4477, 2542, + 10 genes
100129842	100129842	27	-0.27	0.79	0.905	7644, 10, 129642, 3769, + 3 genes
27022	27022	39	-0.27	0.79	0.905	9025, 999, 25994, 10481, + 7 genes
27033	27033	60	-0.27	0.79	0.905	4624, 2529, 124152, 3674, + 26 genes
64763	64763	65	-0.27	0.79	0.905	29924, 23211, 2068, 25865, + 18 genes
79175	79175	63	-0.27	0.79	0.905	60625, 5786, 2717, 5320, + 12 genes
79364	79364	41	-0.27	0.79	0.905	10213, 81571, 9450, 30849, + 4 genes
79759	79759	91	-0.27	0.79	0.905	7106, 245812, 51548, 57048, + 23 genes
84839	84839	38	-0.27	0.79	0.905	551, 11202, 8822, 6854, + 23 genes
155061	155061	47	-0.28	0.78	0.902	63917, 168544, 22976, 54476, + 16 genes
79670	79670	45	-0.28	0.78	0.902	10245, 8916, 4799, 9648, + 9 genes
10463	10463	197	-0.29	0.77	0.894	5286, 84162, 286451, 80306, + 31 genes
3214	3214	40	-0.29	0.77	0.894	51299, 2995, 9242, 2159, + 10 genes
4520	4520	72	-0.29	0.77	0.894	10291, 9967, 5049, 22884, + 14 genes
64067	64067	27	-0.29	0.77	0.894	5463, 3199, 1641, 114818, + 2 genes
7594	7594	36	-0.29	0.77	0.894	5973, 92154, 4602, 9
91752	91752	38	-0.29	0.77	0.894	2123, 5294, 695, 9705, + 15 genes
165	165	276	-0.31	0.76	0.892	5654, 30846, 1136, 9242, + 108 genes
340252	340252	57	-0.31	0.76	0.892	64799, 10818, 84617, 6274, + 6 genes
4791	4791	157	-0.31	0.76	0.892	3669, 3665, 1506, 4296, + 40 genes
5452	5452	49	-0.31	0.76	0.892	4063, 730092, 51321, 7454, + 7 genes
56995	56995	46	-0.31	0.76	0.892	23270, 57515, 51042, 8871, + 5 genes
60685	60685	87	-0.31	0.76	0.892	7879, 79101, 55654, 55227, + 23 genes
6934	6934	98	-0.31	0.76	0.892	10160, 55335, 55911, 1962, + 26 genes
9569	9569	87	-0.31	0.76	0.892	4247, 115703, 22981, 60559, + 21 genes
63876	63876	62	-0.32	0.75	0.891	730, 9737, 6403, 9452, + 15 genes
127665	127665	152	-0.33	0.74	0.884	65265, 5867, 3914, 55350, + 43 genes
53335	53335	435	-0.33	0.74	0.884	9452, 6900, 84991, 23349, + 95 genes
5453	5453	40	-0.33	0.74	0.884	916, 30009, 27240, 55423, + 12 genes
54937	54937	50	-0.33	0.74	0.884	22882, 8443, 131578, 1666, + 15 genes
90649	90649	31	-0.33	0.74	0.884	7644, 10712, 113835, 5692, + 4 genes
2034	2034	31	-0.35	0.73	0.876	3745, 79812, 1003, 5787, + 10 genes
253738	253738	113	-0.35	0.73	0.876	27115, 3679, 2313, 6185, + 43 genes
340784	340784	44	-0.35	0.73	0.876	11179, 9071, 5308, 138151, + 14 genes
4799	4799	52	-0.35	0.73	0.876	23189, 84720, 55253, 6252, + 16 genes
7494	7494	410	-0.35	0.73	0.876	7832, 11138, 658, 9802, + 91 genes
80264	80264	46	-0.35	0.73	0.876	5926, 389, 7428, 4863, + 4 genes
94104	94104	133	-0.35	0.73	0.876	55209, 23350, 10199, 56245, + 39 genes
10616	10616	47	-0.36	0.72	0.873	598, 3665, 5431, 25865, + 10 genes
4798	4798	87	-0.36	0.72	0.873	2011, 11325, 5977, 6392, + 23 genes
57591	57591	190	-0.36	0.72	0.873	4357, 79652, 7461, 6305, + 63 genes
7748	7748	107	-0.36	0.72	0.873	10634, 10527, 7761, 7678, + 13 genes
23613	23613	54	-0.37	0.71	0.867	6804, 7378, 10955, 7644, + 12 genes
2308	2308	88	-0.39	0.7	0.86	23143, 1869, 10752, 3554, + 20 genes
30009	30009	209	-0.39	0.7	0.86	3659, 3695, 29851, 1521, + 79 genes
389058	389058	59	-0.39	0.7	0.86	4603, 79762, 7533, 2705, + 6 genes
5325	5325	352	-0.39	0.7	0.86	55335, 5142, 9388, 57710, + 96 genes
5469	5469	89	-0.39	0.7	0.86	9043, 2886, 4642, 2186, + 14 genes
54925	54925	53	-0.39	0.7	0.86	7874, 9742, 57020, 29066, + 11 genes
6913	6913	52	-0.39	0.7	0.86	26508, 1896, 1490, 57538, + 4 genes
122953	122953	201	-0.4	0.69	0.854	55028, 7106, 54503, 5187, + 60 genes
340152	340152	46	-0.4	0.69	0.854	3702, 8728, 2100, 5341, + 11 genes
84969	84969	63	-0.4	0.69	0.854	9911, 916, 30009, 27240, + 27 genes
3720	3720	58	-0.41	0.68	0.848	26275, 5533, 10048, 200424, + 12 genes
579	579	61	-0.41	0.68	0.848	9153, 131578, 3956, 7038, + 22 genes
9242	9242	218	-0.41	0.68	0.848	26207, 51299, 2995, 4046, + 83 genes
9931	9931	71	-0.41	0.68	0.848	11143, 8526, 10672, 79157, + 30 genes
158586	158586	52	-0.43	0.67	0.839	9371, 29978, 26273, 57148, + 20 genes
2626	2626	53	-0.43	0.67	0.839	5454, 57282, 3785, 55001, + 18 genes
3661	3661	164	-0.43	0.67	0.839	9138, 2776, 54878, 9092, + 26 genes
4004	4004	30	-0.43	0.67	0.839	805, 1381, 10290, 4923, + 3 genes
64412	64412	147	-0.43	0.67	0.839	528, 8418, 5320, 79582, + 31 genes
256380	256380	117	-0.44	0.66	0.833	8435, 326, 55211, 6363, + 58 genes
51085	51085	155	-0.44	0.66	0.833	189, 57644, 64102, 9127, + 48 genes
7538	7538	65	-0.44	0.66	0.833	3280, 23645, 3569, 51267, + 19 genes
7789	7789	30	-0.44	0.66	0.833	8567, 29978, 55175, 10079, + 12 genes
92092	92092	76	-0.44	0.66	0.833	22853, 8731, 9883, 475, + 9 genes
10127	10127	67	-0.45	0.65	0.825	64788, 3029, 79153, 51283, + 18 genes
116115	116115	40	-0.45	0.65	0.825	388569, 9247, 7770, 80207, + 10 genes
147923	147923	35	-0.45	0.65	0.825	79738, 55262, 10780, 9782, + 10 genes
163051	163051	30	-0.45	0.65	0.825	3643, 8407, 23038, 3101, + 3 genes
4778	4778	155	-0.45	0.65	0.825	4036, 10948, 3034, 58473, + 40 genes
5927	5927	70	-0.45	0.65	0.825	9972, 55192, 5775, 1108, + 19 genes
84186	84186	131	-0.45	0.65	0.825	9373, 23344, 63877, 4215, + 39 genes
8431	8431	78	-0.45	0.65	0.825	55128, 22843, 159, 54453, + 16 genes
4223	4223	170	-0.47	0.64	0.821	60495, 6751, 3991, 9627, + 71 genes
55279	55279	64	-0.47	0.64	0.821	7707, 10735, 2632, 56342, + 25 genes
64145	64145	33	-0.47	0.64	0.821	7862, 55209, 5147, 79064, + 8 genes
3215	3215	44	-0.48	0.63	0.812	51226, 5654, 54587, 10054, + 16 genes
389692	389692	49	-0.48	0.63	0.812	5459, 7410, 6523, 55760, + 7 genes
4149	4149	150	-0.48	0.63	0.812	10161, 51635, 81603, 1981, + 43 genes
56751	56751	28	-0.48	0.63	0.812	3358, 4693, 408, 3417, + 4 genes
57708	57708	106	-0.48	0.63	0.812	83941, 79050, 54929, 2060, + 14 genes
6492	6492	33	-0.48	0.63	0.812	25937, 9462, 4921, 7798, + 15 genes
116113	116113	86	-0.5	0.62	0.804	4188, 4613, 1838, 2118, + 22 genes
23040	23040	34	-0.5	0.62	0.804	325, 23254, 1939, 4113, + 5 genes
64393	64393	66	-0.5	0.62	0.804	5593, 4649, 11214, 4026, + 29 genes
7003	7003	69	-0.5	0.62	0.804	4040, 79834, 9144, 9997, + 13 genes
1388	1388	38	-0.51	0.61	0.799	6499, 780, 605, 5089, + 16 genes
2103	2103	48	-0.51	0.61	0.799	635, 64577, 1441, 7458, + 30 genes
3221	3221	39	-0.51	0.61	0.799	83696, 27434, 54540, 3224, + 2 genes
65249	65249	161	-0.51	0.61	0.799	8677, 10669, 79717, 8877, + 49 genes
7626	7626	61	-0.51	0.61	0.799	331, 8675, 4733, 23133, + 11 genes
10265	10265	121	-0.52	0.6	0.793	3727, 4067, 3705, 3344, + 34 genes
2078	2078	254	-0.52	0.6	0.793	5239, 7424, 79633, 83478, + 89 genes
2354	2354	29	-0.52	0.6	0.793	4929, 7832, 7538, 6950, + 6 genes
440097	440097	81	-0.52	0.6	0.793	64388, 2277, 2151, 27115, + 26 genes
54989	54989	73	-0.52	0.6	0.793	27125, 23191, 3653, 29086, + 18 genes
6659	6659	81	-0.52	0.6	0.793	200424, 933, 10162, 10765, + 18 genes
128611	128611	204	-0.54	0.59	0.788	7634, 6581, 3697, 81796, + 45 genes
136051	136051	36	-0.54	0.59	0.788	23608, 643854, 9569, 155060, + 7 genes
171017	171017	82	-0.54	0.59	0.788	22889, 144699, 4055, 605, + 41 genes
2306	2306	80	-0.54	0.59	0.788	57162, 4935, 6324, 5267, + 11 genes
4097	4097	138	-0.55	0.58	0.781	477, 23025, 10559, 9922, + 32 genes
7543	7543	86	-0.55	0.58	0.781	54880, 55206, 26273, 11196, + 36 genes
7571	7571	106	-0.55	0.58	0.781	4284, 23461, 29896, 9988, + 28 genes
11178	11178	127	-0.57	0.57	0.773	649, 51285, 633, 7070, + 24 genes
196441	196441	86	-0.57	0.57	0.773	2803, 6872, 79441, 23131, + 23 genes
22980	22980	157	-0.57	0.57	0.773	4047, 54496, 10428, 5575, + 68 genes
25942	25942	77	-0.57	0.57	0.773	7572, 5780, 5046, 1952, + 27 genes
7005	7005	96	-0.57	0.57	0.773	7287, 55633, 22908, 1298, + 16 genes
867	867	121	-0.57	0.57	0.773	638, 7094, 5962, 23137, + 32 genes
3664	3664	49	-0.58	0.56	0.765	23242, 55870, 3918, 5045, + 12 genes
57232	57232	53	-0.58	0.56	0.765	3929, 643854, 607, 5382, + 14 genes
57684	57684	51	-0.58	0.56	0.765	23637, 54876, 9329, 8019, + 16 genes
643836	643836	95	-0.58	0.56	0.765	10902, 79685, 51720, 5360, + 20 genes
7587	7587	27	-0.58	0.56	0.765	26060, 55870, 2987, 100129482, + 7 genes
7709	7709	145	-0.58	0.56	0.765	9112, 57140, 728642, 51548, + 48 genes
10794	10794	32	-0.6	0.55	0.756	55729, 388567, 26148, 643314, + 10 genes
22887	22887	31	-0.6	0.55	0.756	5586, 9422, 4520, 26009, + 12 genes
23764	23764	84	-0.6	0.55	0.756	2274, 8660, 90333, 80149, + 37 genes
27332	27332	136	-0.6	0.55	0.756	9782, 8545, 54891, 64844, + 43 genes
342357	342357	79	-0.6	0.55	0.756	54332, 8927, 55005, 7572, + 26 genes
4762	4762	25	-0.6	0.55	0.756	30848, 5620, 840, 60506, + 2 genes
4784	4784	98	-0.6	0.55	0.756	83439, 56245, 729238, 57185, + 25 genes
4863	4863	131	-0.6	0.55	0.756	10114, 22890, 9354, 6314, + 39 genes
7556	7556	45	-0.6	0.55	0.756	50840, 51056, 10157, 4481, + 14 genes
8521	8521	71	-0.6	0.55	0.756	79053, 2990, 5347, 10622, + 20 genes
1044	1044	41	-0.61	0.54	0.753	2323, 94, 80774, 3059, + 3 genes
23099	23099	55	-0.61	0.54	0.753	64794, 157922, 23637, 54662, + 19 genes
326	326	32	-0.61	0.54	0.753	144404, 730092, 4242, 80774, + 4 genes
388677	388677	58	-0.61	0.54	0.753	83450, 84818, 10401, 10922, + 19 genes
4618	4618	38	-0.61	0.54	0.753	2999, 2854, 5931, 79888, + 5 genes
63977	63977	140	-0.61	0.54	0.753	200424, 441151, 27069, 25994, + 34 genes
687	687	68	-0.61	0.54	0.753	25976, 5347, 5187, 991, + 20 genes
7026	7026	75	-0.61	0.54	0.753	2628, 3899, 51351, 29078, + 23 genes
9611	9611	55	-0.61	0.54	0.753	4649, 55193, 146057, 55206, + 24 genes
10736	10736	49	-0.63	0.53	0.746	6804, 154796, 65010, 80207, + 13 genes
23091	23091	51	-0.63	0.53	0.746	5925, 253512, 81602, 11193, + 20 genes
3727	3727	61	-0.63	0.53	0.746	64682, 8971, 80097, 7349, + 13 genes
5459	5459	32	-0.63	0.53	0.746	55018, 779, 265, 5146, + 8 genes
55509	55509	186	-0.63	0.53	0.746	432, 2995, 5371, 7293, + 65 genes
60468	60468	214	-0.63	0.53	0.746	23768, 1489, 390, 55366, + 65 genes
64288	64288	39	-0.63	0.53	0.746	6327, 6790, 84790, 11069, + 6 genes
7551	7551	82	-0.63	0.53	0.746	7748, 1230, 9569, 240, + 18 genes
84217	84217	93	-0.63	0.53	0.746	81789, 7982, 50515, 10220, + 24 genes
126626	126626	93	-0.64	0.52	0.74	23126, 8443, 27005, 6097, + 28 genes
157848	157848	28	-0.64	0.52	0.74	56925, 2128, 4142, 30848, + 8 genes
29966	29966	181	-0.64	0.52	0.74	54813, 23116, 8568, 23498, + 59 genes
340595	340595	32	-0.64	0.52	0.74	50833, 4617, 7306, 6464, + 4 genes
57594	57594	88	-0.64	0.52	0.74	3306, 79083, 51531, 54930, + 19 genes
58525	58525	91	-0.64	0.52	0.74	25994, 5802, 1822, 55201, + 22 genes
861	861	72	-0.64	0.52	0.74	6444, 25976, 23541, 11077, + 24 genes
2016	2016	51	-0.66	0.51	0.733	115, 51144, 9019, 1611, + 14 genes
2104	2104	119	-0.66	0.51	0.733	64800, 4300, 7399, 4306, + 47 genes
22835	22835	38	-0.66	0.51	0.733	10780, 163131, 2022, 3652, + 10 genes
25833	25833	78	-0.66	0.51	0.733	54494, 6450, 10758, 55216, + 31 genes
344787	344787	47	-0.66	0.51	0.733	9201, 1005, 957, 8916, + 13 genes
51201	51201	58	-0.66	0.51	0.733	79864, 900, 57579, 55246, + 20 genes
51230	51230	47	-0.66	0.51	0.733	9371, 2036, 9652, 57148, + 21 genes
65986	65986	80	-0.66	0.51	0.733	29108, 57111, 673, 629, + 21 genes
65988	65988	79	-0.66	0.51	0.733	55650, 55718, 89927, 51678, + 33 genes
79740	79740	75	-0.66	0.51	0.733	2710, 6103, 26206, 347240, + 25 genes
84525	84525	45	-0.66	0.51	0.733	27286, 10791, 2615, 2149, + 7 genes
9337	9337	51	-0.66	0.51	0.733	26033, 51164, 29093, 55781, + 19 genes
23217	23217	72	-0.67	0.5	0.729	5345, 6403, 11184, 51350, + 20 genes
284307	284307	27	-0.67	0.5	0.729	63934, 113791, 56114, 8914, + 4 genes
388569	388569	60	-0.67	0.5	0.729	6297, 22993, 10342, 9419, + 15 genes
5017	5017	76	-0.67	0.5	0.729	4070, 5251, 54681, 3029, + 21 genes
7753	7753	107	-0.67	0.5	0.729	29087, 9354, 1798, 6603, + 33 genes
11278	11278	58	-0.69	0.49	0.722	51621, 8609, 867, 2060, + 9 genes
131540	131540	43	-0.69	0.49	0.722	1143, 4063, 23101, 79663, + 8 genes
168850	168850	107	-0.69	0.49	0.722	5007, 1315, 55217, 11267, + 29 genes
26038	26038	106	-0.69	0.49	0.722	23415, 25787, 8822, 55558, + 56 genes
150921	150921	30	-0.71	0.48	0.712	3350, 730, 4881, 6403, + 6 genes
346157	346157	105	-0.71	0.48	0.712	23036, 93974, 60485, 7368, + 18 genes
4205	4205	111	-0.71	0.48	0.712	5782, 79676, 9194, 79169, + 32 genes
4761	4761	62	-0.71	0.48	0.712	4807, 23475, 954, 5802, + 16 genes
126299	126299	114	-0.72	0.47	0.706	79004, 80776, 85359, 5929, + 32 genes
340481	340481	46	-0.72	0.47	0.706	55914, 29957, 6494, 60672, + 21 genes
349075	349075	33	-0.72	0.47	0.706	3430, 7428, 79862, 7175, + 4 genes
4090	4090	138	-0.72	0.47	0.706	900, 80142, 10087, 373, + 51 genes
503834	503834	26	-0.72	0.47	0.706	3242, 84560, 51206, 2271, + 6 genes
51545	51545	110	-0.72	0.47	0.706	5859, 6205, 6229, 6633, + 61 genes
57616	57616	211	-0.72	0.47	0.706	56146, 2596, 185, 9644, + 56 genes
84627	84627	90	-0.72	0.47	0.706	4323, 80005, 9902, 3707, + 28 genes
203523	203523	38	-0.74	0.46	0.699	7626, 65981, 56180, 26517, + 12 genes
23264	23264	146	-0.74	0.46	0.699	25829, 55863, 9145, 23774, + 74 genes
2551	2551	54	-0.74	0.46	0.699	23137, 286148, 23515, 8867, + 11 genes
284406	284406	28	-0.74	0.46	0.699	7712, 346157, 7570, 1447, + 4 genes
4005	4005	86	-0.74	0.46	0.699	221061, 55705, 9445, 79812, + 38 genes
4222	4222	257	-0.74	0.46	0.699	1113, 6696, 4223, 51400, + 105 genes
4862	4862	99	-0.74	0.46	0.699	11232, 6934, 26503, 92579, + 28 genes
55311	55311	64	-0.74	0.46	0.699	51157, 58495, 7755, 54470, + 25 genes
7712	7712	39	-0.74	0.46	0.699	8526, 5336, 2563, 2516, + 15 genes
79842	79842	67	-0.74	0.46	0.699	1475, 83759, 4010, 9510, + 6 genes
199692	199692	35	-0.76	0.45	0.695	10927, 55762, 4245, 54732, + 5 genes
2298	2298	32	-0.76	0.45	0.695	7349, 56904, 573, 4919, + 6 genes
2303	2303	30	-0.76	0.45	0.695	4855, 9469, 4803, 57710, + 9 genes
3202	3202	25	-0.76	0.45	0.695	4303, 3199, 114818, 1160, + 2 genes
5090	5090	28	-0.76	0.45	0.695	4929, 50809, 1142, 6744, + 6 genes
51270	51270	91	-0.76	0.45	0.695	9453, 6097, 5867, 9824, + 32 genes
5324	5324	49	-0.76	0.45	0.695	2649, 1850, 9262, 9892, + 24 genes
6667	6667	93	-0.76	0.45	0.695	23389, 80012, 324, 10818, + 16 genes
6774	6774	94	-0.76	0.45	0.695	3786, 23131, 55870, 7126, + 23 genes
79038	79038	136	-0.76	0.45	0.695	23555, 9829, 3625, 55704, + 46 genes
83637	83637	126	-0.76	0.45	0.695	54476, 56929, 11250, 6901, + 49 genes
7392	7392	70	-0.77	0.44	0.691	78992, 1032, 112398, 2639, + 15 genes
84878	84878	35	-0.77	0.44	0.691	388569, 10998, 161, 55663, + 13 genes
