TP53	p53	     7157	186	 1.70	0.090000	0.2910	708, 22948, 23590, 6414, + 92 genes
NFKB2	NFKB	     4791	157	-0.31	0.760000	0.8920	3669, 3665, 1506, 4296, + 40 genes
CREB1	CREB	     1385	167	-1.55	0.120000	0.3420	9736, 2987, 10927, 2010, + 43 genes
SMAD4	Smad4	     4089	 82	-1.88	0.060000	0.2410	10152, 114876, 9331, 2531, + 27 genes
ESR1	ER	     2099	445	-2.60	0.009210	0.1300	29062, 10884, 4651, 5000, + 159 genes
