	V1	V2
607	AMPH	1132.95048248946
608	AMTN	0.0294932126587302
609	AMT	13874.859510121
610	AMY1A	25.4130659174578
611	AMY2A	6.36578831656498
612	AMY2B	34385.3799770688
613	AMZ1	2069.58665724869
614	AMZ2P1	6558.67750116559
615	AMZ2	86451.5816257656
616	ANAPC10	9607.37698440055
617	ANAPC11	321477.674228337
618	ANAPC13	76805.2485824087
619	ANAPC16	141774.331468216
620	ANAPC1	595886.623642086
621	ANAPC2	44730.1756971327
622	ANAPC4	1283788.72578377
623	ANAPC5	702019.957502555
624	ANAPC7	1013604.53908889
625	ANGEL1	518498.807378466
626	ANGEL2	47856.0876301429
627	ANGPT1	4858.92049585728
628	ANGPT2	2247.78687207508
629	ANGPT4	3.80411864821181
630	ANGPTL1	19837.5605277135
631	ANGPTL2	16781.3921389961
632	ANGPTL3	0.244988098191964
633	ANGPTL4	632187.408972525
634	ANGPTL5	105.962417711803
635	ANGPTL6	122.432648936148
636	ANGPTL7	13.9490888263492
637	ANG	819.885927847579
638	ANK1	13773.1647269059
639	ANK2	13426.7513999738
640	ANK3	26912.0568675266
641	ANKAR	83.7529756467237
642	ANKDD1A	17095.6880876252
643	ANKFN1	0.415867060513393
644	ANKFY1	119504.723686508
645	ANKHD1-EIF4EBP3	72098.3218979799
646	ANKHD1	328462.677437777
647	ANKH	15673.7710231736
648	ANKIB1	153603.278922676
649	ANKK1	210.907934523966
650	ANKLE1	771.863927747262
651	ANKLE2	172539.517180928
652	ANKMY1	4382.55217089006
653	ANKMY2	6030.10456844023
654	ANKRA2	3823.08865177127
655	ANKRD10	352599.628930014
656	ANKRD11	8271077.68740069
657	ANKRD12	74937.7662148403
658	ANKRD13A	84477.4944780595
659	ANKRD13B	5801.42410820388
660	ANKRD13C	28597.9529350119
661	ANKRD13D	93710.5118810943
662	ANKRD16	2128.80481890528
663	ANKRD17	546480.251678174
664	ANKRD19	398255.534990794
665	ANKRD1	4.0973290224504
666	ANKRD20A3	379.938090540454
667	ANKRD20A4	7.1198275374504
668	ANKRD20B	78.9316169655333
669	ANKRD22	203874.546500434
670	ANKRD23	2938.32741896904
671	ANKRD24	36347.9598389878
672	ANKRD26P1	459364.107153303
673	ANKRD26	24631.9764022371
674	ANKRD27	74999.961220123
675	ANKRD28	153211.426224353
676	ANKRD29	1377.03634190492
677	ANKRD2	33248.8293350901
678	ANKRD30A	0.32320863078373
679	ANKRD30B	0.293998400176091
680	ANKRD31	5.95216707808532
681	ANKRD32	17224.641150845
682	ANKRD33	93.5644310409499
683	ANKRD34A	130.2435453038
684	ANKRD34B	5267.02477069484
685	ANKRD34C	1.67265616618056
686	ANKRD35	23409.938359564
687	ANKRD36BP1	4531.72555615541
688	ANKRD36B	2835.38143913302
689	ANKRD36	69441.0225834779
690	ANKRD37	37330.8194290177
691	ANKRD39	5954.01107433746
692	ANKRD40	316644.714248123
693	ANKRD42	3298.72764017934
694	ANKRD43	550.865972473561
695	ANKRD44	4549.07406495841
696	ANKRD45	387.999980547292
697	ANKRD46	12571.1803937302
698	ANKRD49	14304.4136601601
699	ANKRD50	9554.4801693874
700	ANKRD52	437408.263224204
701	ANKRD53	55.787590366942
702	ANKRD54	31918.9441320771
703	ANKRD55	2653.70304034313
704	ANKRD56	12.7410632439856
705	ANKRD57	14212.3582523492
706	ANKRD58	90920.4848053323
707	ANKRD5	5100.31717121837
708	ANKRD6	25378.8398600084
709	ANKRD7	2069.70024717258
710	ANKRD9	3960.19176605746
711	ANKS1A	99808.9525814184
712	ANKS1B	83.8017810152753
713	ANKS3	59079.7540055149
714	ANKS4B	146.404432971974
715	ANKS6	76321.876355253
716	ANKZF1	44443.3739061657
717	ANLN	1138269.64017637
718	ANO10	28787.037363972
719	ANO1	20914.3950273344
720	ANO2	72593.1802029924
721	ANO3	2161.19751556452
722	ANO4	1026.95505586547
723	ANO5	308.263373247458
724	ANO6	215231.693050832
725	ANO7	567.594227217557
726	ANO8	7059.72676189716
727	ANO9	33697.4369521797
728	ANP32A	1156269.47460635
729	ANP32B	1081221.53555851
730	ANP32C	5.11426956698165
731	ANP32D	0.100817374759425
732	ANP32E	1835978.34478889
733	ANPEP	266198.792164034
734	ANTXR1	41114.2333074373
735	ANTXR2	54180.442641844
736	ANTXRL	1.39614582906498
737	ANUBL1	1214.1244843846
738	ANXA10	0.00599141037450397
739	ANXA11	2495062.23833047
740	ANXA13	55.7294922553745
741	ANXA1	480216.703659762
742	ANXA2P1	347.689374198056
743	ANXA2P2	772873.418557618
744	ANXA2P3	1.18580017360863
745	ANXA2	10063494.715961
746	ANXA3	390099.943325553
747	ANXA4	60638.471387631
748	ANXA5	2332495.79022934
749	ANXA6	5176994.23848532
750	ANXA7	217840.774610805
751	ANXA8L1	0.0159967425570436
752	ANXA8L2	23.3062469357143
753	ANXA8	1470.81762714261
754	ANXA9	20.4263244511012
755	AOAH	197405.299562821
756	AOC2	77525.2226080625
757	AOC3	275780.733821721
758	AOX1	79614.3445850304
759	AOX2P	0.00426572265625
760	AP1AR	4707.12197843107
761	AP1B1	558687.665157837
762	AP1G1	469311.688183234
763	AP1G2	672155.39200625
764	AP1M1	339748.406527777
765	AP1M2	1234077.48409767
766	AP1S1	36811.6079952689
767	AP1S2	68517.255055578
768	AP1S3	972.834731995712
769	AP2A1	228397.333614062
770	AP2A2	110299.071386793
771	AP2B1	1559377.76188033
772	AP2M1	13284534.2343829
773	AP2S1	280045.354167137
774	AP3B1	43222.0815721419
775	AP3B2	92740.9061568413
776	AP3D1	732805.097996429
777	AP3M1	115961.055736494
778	AP3M2	300748.960550599
779	AP3S1	49999.4729998879
780	AP3S2	91839.9109166089
781	AP4B1	129869.111943347
782	AP4E1	17394.1582431545
783	AP4M1	42652.2883335612
784	AP4S1	9430.09156694817
785	APAF1	61864.2059304405
786	APBA1	5107.36821727748
787	APBA2	74490.2156127058
788	APBA3	6991.40371684028
789	APBB1IP	102856.078136668
790	APBB1	44824.08449
791	APBB2	177811.535076504
792	APBB3	17071.3641627082
793	APC2	392.156374412418
794	APCDD1L	7.39995600281746
795	APCDD1	341948.268576774
796	APCS	0.168900423945933
797	APC	65550.4632341339
798	APEH	274272.085446615
799	APEX1	2799637.167272
800	APEX2	99666.1259073867
801	APH1A	1000137.54458056
802	APH1B	115934.795716508
803	API5	107233.422706349
804	APIP	2705.18754293599
805	APITD1	37235.9834779355
806	APLF	491.054023703561
807	APLNR	46974.3111080941
808	APLN	4739.23674119967
809	APLP1	170504.158041311
810	APLP2	15124292.5032317
811	APOA1BP	209956.920443809
812	APOA1	185102.190975909
813	APOA2	151.466175176248
814	APOA4	1.7943662612872
815	APOA5	0.125145872596726
816	APOB48R	209946.827203083
817	APOBEC1	0.469660423707837
818	APOBEC2	7.30479339539683
819	APOBEC3A	10917.5489220088
820	APOBEC3B	1562.44039633047
821	APOBEC3C	23906.6395243819
822	APOBEC3D	5237.63869166799
823	APOBEC3F	6658.79464825553
824	APOBEC3G	98418.0783012547
825	APOBEC3H	440.27200092745
826	APOBEC4	0.956301292609127
827	APOB	64.6864703009425
828	APOC1P1	727.534573509117
829	APOC1	24517124.3723581
830	APOC2	302178.403006745
831	APOC3	4.91958774920635
832	APOC4	21.903605297319
833	APOD	198155.43852262
834	APOE	614093513.18841
835	APOF	4.02147977444444
836	APOH	3.98592357760913
837	APOL1	1185440.61184509
838	APOL2	831503.816177091
839	APOL3	1840469.83056501
840	APOL4	37655.8763613124
841	APOL5	0.0725676450173611
842	APOL6	1216649.4892733
843	APOLD1	1946.07009057698
844	APOM	183.056085067897
845	APOOL	1704.14695512921
846	APOO	104590.588153142
847	APPBP2	67645.8806206426
848	APPL1	32352.3385024759
849	APPL2	27474.9152689831
850	APP	66210003.0970333
851	APRT	320432.301384694
852	APTX	60767.6662400295
853	AQP10	0.584034334957837
854	AQP11	1538.02405842065
855	AQP12A	0.01478656
856	AQP12B	0.583813035396825
857	AQP1	490414.19166907
858	AQP2	12.9426697883705
859	AQP3	533527.739221769
860	AQP4	58.7793678769742
861	AQP5	892.258601386984
862	AQP6	8131.08163761761
863	AQP7P1	112.236412396049
864	AQP7P3	15.4704415998388
865	AQP7	3.81256860472222
866	AQP8	3.91013989710317
867	AQP9	20306.0504264092
868	AQPEP	144.831476205546
869	AQR	1120617.22326349
870	ARAF	41531.4830904799
871	ARAP1	2094279.25560801
872	ARAP2	34066.0420855386
873	ARAP3	18002.2784354474
874	ARCN1	789967.093856746
875	ARC	111.758953123452
876	AREG	3376.64092449451
877	ARF1	24204079.3730285
878	ARF3	4186397.08020533
879	ARF4	754316.778811594
880	ARF5	3444479.82479263
881	ARF6	648586.196073785
882	ARFGAP1	1053277.86170831
883	ARFGAP2	244839.516204663
884	ARFGAP3	298920.551086468
885	ARFGEF1	15442592.2043357
