	V1	V2
4060	COMMD9	47454.1313065513
4061	COMP	25781.5302761786
4062	COMTD1	5546.52786819287
4063	COMT	131769.30763461
4064	COPA	13075869.1298356
4065	COPB1	389259.422068254
4066	COPB2	1050646.19797003
4067	COPE	2724443.53099382
4068	COPG2	99528.0648990943
4069	COPG	841006.821709424
4070	COPS2	120965.300406349
4071	COPS3	242698.510826282
4072	COPS4	41173.7904771744
4073	COPS5	201795.206121793
4074	COPS6	340007.996502293
4075	COPS7A	2030627.16983529
4076	COPS7B	39006.9543018056
4077	COPS8	63526.3445023827
4078	COPZ1	422479.065833705
4079	COPZ2	1620.48481703556
4080	COQ10A	22325.4220991974
4081	COQ10B	65879.1454523549
4082	COQ2	3087.90192615774
4083	COQ3	3613.64433082466
4084	COQ4	84062.0571781247
4085	COQ5	25887.2816665156
4086	COQ6	17513.6552004722
4087	COQ7	25053.7311508006
4088	COQ9	84674.3366433879
4089	CORIN	83.3577460503174
4090	CORO1A	7208700.57452092
4091	CORO1B	359144.266483356
4092	CORO1C	716474.541361012
4093	CORO2A	14941.2366259673
4094	CORO2B	3212.85531467629
4095	CORO6	539.99959854631
4096	CORO7	109985.476361875
4097	CORT	123.818033251367
4098	COTL1	9798255.2380877
4099	COX10	15325.5330453093
4100	COX11	39732.0799708849
4101	COX15	66488.5872164105
4102	COX16	148440.365380631
4103	COX17	392506.856716182
4104	COX18	8395.13798162674
4105	COX19	49727.1755325992
4106	COX4I1	7237224.55783135
4107	COX4I2	1143.64574299682
4108	COX4NB	14107.4581507438
4109	COX5A	360012.424217615
4110	COX5B	2454304.9687499
4111	COX6A1	1574667.42468482
4112	COX6A2	0.775006750017361
4113	COX6B1	3819643.63399453
4114	COX6B2	10368.9704183724
4115	COX6C	5136343.7787716
4116	COX7A1	1087.83161618127
4117	COX7A2L	449863.490107912
4118	COX7A2	237065.152261086
4119	COX7B2	269.077945917738
4120	COX7B	291089.490702365
4121	COX7C	3965092.83374124
4122	COX8A	257037.253532563
4123	COX8C	10444.6105033431
4124	CP110	198178.291931938
4125	CPA1	8.857432040625
4126	CPA2	3864.41406402065
4127	CPA3	71.0237809455456
4128	CPA4	78.4578208166245
4129	CPA5	147.899972951287
4130	CPA6	5.05900635075397
4131	CPAMD8	17533.163187586
4132	CPB1	12.6308538644444
4133	CPB2	0.59866212610119
4134	CPD	105227.828556663
4135	CPEB1	2229241.63049714
4136	CPEB2	6584.45698601221
4137	CPEB3	9024.03243525651
4138	CPEB4	17226.8390671115
4139	CPE	319090.264203406
4140	CPLX1	5433.87891191841
4141	CPLX2	33.7840364272396
4142	CPLX3	234.498710569911
4143	CPLX4	0.512296943350694
4144	CPM	934644.876258912
4145	CPN1	909.023470370476
4146	CPN2	442.403024693152
4147	CPNE1	476541.541987571
4148	CPNE2	67302.3613399799
4149	CPNE3	53811.7097029048
4150	CPNE4	27.8324980922197
4151	CPNE5	38025.95915395
4152	CPNE6	0.855839845771329
4153	CPNE7	1460.67901917498
4154	CPNE8	14490.0913942917
4155	CPNE9	2821.8007156771
4156	CPOX	8690.6727775873
4157	CPO	0.173244127239583
4158	CPPED1	100209.945261085
4159	CPS1	63100.0470187482
4160	CPSF1	3597475.366225
4161	CPSF2	197365.797913499
4162	CPSF3L	894323.765959425
4163	CPSF3	145168.346718793
4164	CPSF4L	30.8173578726166
4165	CPSF4	80571.2059611426
4166	CPSF6	389678.016235758
4167	CPSF7	378616.60545434
4168	CPT1A	441546.452773428
4169	CPT1B	280413.533762648
4170	CPT1C	12462.2632715835
4171	CPT2	63634.3410815387
4172	CPVL	1257489.73394368
4173	CPXCR1	0.26635214094246
4174	CPXM1	210293.405184968
4175	CPXM2	237879.979443345
4176	CPZ	45777.6635568272
4177	CP	579110.790742402
4178	CR1L	33.1148234270412
4179	CR1	93651.9301663928
4180	CR2	367063.961275445
4181	CRABP1	289861.965133517
4182	CRABP2	19115.415205141
4183	CRADD	1306.27978158895
4184	CRAMP1L	256674.831280658
4185	CRAT	29432.2830957598
4186	CRB1	3.11459682395833
4187	CRB2	699.831535472976
4188	CRB3	6424.80152574032
4189	CRBN	30013.0108699244
4190	CRCP	31402.0759791208
4191	CRCT1	0.134633424104663
4192	CREB1	98681.2564643809
4193	CREB3L1	12749.0454660302
4194	CREB3L2	288596.769041194
4195	CREB3L3	1620.52656271004
4196	CREB3L4	59240.2604574197
4197	CREB3	20831.89763647
4198	CREB5	2381.74968015298
4199	CREBBP	1570016.41207897
4200	CREBL2	4316310.4088127
4201	CREBZF	88119.3609799819
4202	CREG1	812056.634455139
4203	CREG2	65.6391373999107
4204	CRELD1	23008.7352808085
4205	CRELD2	38490.0240119524
4206	CREM	13392.7460830156
4207	CRHBP	28062.9854144628
4208	CRHR1	2749.83274143984
4209	CRHR2	3.69010248102183
4210	CRH	0.189393624831349
4211	CRIM1	207362.846094666
4212	CRIP1	2400051.92883958
4213	CRIP2	582352.842620337
4214	CRIP3	263.51067729753
4215	CRIPAK	14815.5625718429
4216	CRIPT	8168.55034034698
4217	CRISP1	0.0034626425
4218	CRISP2	94.1209273635094
4219	CRISP3	0.0479833738268849
4220	CRISPLD1	12515.2108177203
4221	CRISPLD2	307953.289027389
4222	CRKL	952086.362879365
4223	CRK	243242.643191837
4224	CRLF1	28213.7947594155
4225	CRLF2	0.582721127847222
4226	CRLF3	27001.1651442636
4227	CRLS1	58714.3904440784
4228	CRMP1	495581.597040625
4229	CRNKL1	62281.5490585375
4230	CRNN	0.195368399759425
4231	CROCCL1	60461.4956566339
4232	CROCCL2	1108.68932904563
4233	CROCC	275534.083769692
4234	CROT	3499.71611957416
4235	CRP	0.797630921894841
4236	CRTAC1	80600.2766724983
4237	CRTAM	5555.41991729349
4238	CRTAP	2588455.8161843
4239	CRTC1	72444.5701992024
4240	CRTC2	219182.704056507
4241	CRTC3	47705.1600098212
4242	CRX	0.435949892517361
4243	CRY1	16860.4683935844
4244	CRY2	118083.535454186
4245	CRYAA	3.97940066791419
4246	CRYAB	2452.74463310325
4247	CRYBA1	1.53013530999752
4248	CRYBA2	3.08881774991071
4249	CRYBA4	36.5379146971032
4250	CRYBB1	214.438593322815
4251	CRYBB2	36.9409972222123
4252	CRYBB3	3.48942814650794
4253	CRYBG3	4386.78350563476
4254	CRYGA	0.0195051092063492
4255	CRYGB	6.89674084154514
4256	CRYGC	5.3220257968254
4257	CRYGD	651.050459607597
4258	CRYGN	0.471761297142857
4259	CRYGS	5603.25054579229
4260	CRYL1	15901.0127730047
4261	CRYM	17616.4892639528
4262	CRYZL1	7240.41681139683
4263	CRYZ	41204.6933588132
4264	CSAD	79777.6085579592
4265	CSAG1	1029.58684392816
4266	CSAG2	284.933555237835
4267	CSAG3	521.137934083033
4268	CSDAP1	1845.85044076313
4269	CSDA	10397377.4508094
4270	CSDC2	4631.7904203091
4271	CSDE1	33174261.6058809
4272	CSE1L	4465317.53003232
4273	CSF1R	1964421.61114602
4274	CSF1	81259.3211661734
4275	CSF2RA	116236.234991468
4276	CSF2RB	386125.65939123
4277	CSF2	1266.02077341533
4278	CSF3R	100154.943965414
4279	CSF3	8.29123016565228
4280	CSGALNACT1	3039.57881623689
4281	CSGALNACT2	15721.8201082081
4282	CSH1	103.911945612381
4283	CSH2	210.294823322617
4284	CSHL1	0.0881201230927579
4285	CSK	917625.443902158
4286	CSMD1	117412.299342342
4287	CSMD2	6745.08213488877
4288	CSMD3	881.991141472517
4289	CSN1S1	1.60822979364087
4290	CSN1S2A	0.00892452515625
4291	CSN2	0
4292	CSN3	0.0335389795014881
4293	CSNK1A1L	1.18982925555556
4294	CSNK1A1P	2008.19022297126
4295	CSNK1A1	579790.514808631
4296	CSNK1D	708231.477409524
4297	CSNK1E	2512234.58360295
4298	CSNK1G1	40105.1983216109
4299	CSNK1G2	112019.123871601
4300	CSNK1G3	9065.87790894841
4301	CSNK2A1P	73263.3804851898
4302	CSNK2A1	307966.789466182
4303	CSNK2A2	109668.820499126
4304	CSNK2B	1206622.33181466
4305	CSPG4PY2	0.285531195833333
4306	CSPG4	34199.2074504498
4307	CSPG5	6178.97133460444
4308	CSPP1	47010.0214934918
4309	CSRNP1	11784.0893552061
4310	CSRNP2	519300.558213269
4311	CSRNP3	11.2842161241964
4312	CSRP1	343200.292530857
4313	CSRP2BP	228363.744136238
4314	CSRP2	56961.6394072857
4315	CSRP3	0.36434543968006
4316	CST11	0.0321663207316468
4317	CST1	15077.0559125634
4318	CST2	35.2528129433333
4319	CST3	6829147.39452656
4320	CST4	715.853359505672
4321	CST5	0.203006420374504
4322	CST6	617.298633222857
4323	CST7	95945.8441940612
4324	CST8	0.0281564313268849
4325	CST9L	848.430788891307
4326	CST9	0.0383827337202381
4327	CSTA	32118.2493205946
4328	CSTB	17840931.2747698
4329	CSTF1	61408.8850040317
4330	CSTF2T	211772.320130567
4331	CSTF2	100482.122778663
4332	CSTF3	23159.9659528323
4333	CSTL1	2.66834660396577
4334	CSTT	0.145662782539683
4335	CS	2182838.91862716
4336	CT45A1	131682.358882492
4337	CT45A2	536.67609160377
4338	CT45A3	54982.2424713104
4339	CT45A4	372.39012383
4340	CT45A5	5552.30054773047
4341	CT45A6	1548.98149243745
4342	CT47A10	162.352863767371
4343	CT47A11	108.082634587279
4344	CT47A1	8462.63412259039
4345	CT47A2	438.34910900631
4346	CT47A6	209.077920860494
4347	CT47A7	3.190305150625
4348	CT47A9	0.460417275079365
4349	CT47B1	168.855873192698
4350	CT62	4.41891444864087
4351	CTAG1B	23873.7879829707
4352	CTAG2	36020.1377822362
4353	CTAGE1	9.52090933888889
4354	CTAGE4	4355.96783715904
4355	CTAGE5	102093.231198729
4356	CTAGE6	21.3764015002356
4357	CTAGE9	22028.0550107079
4358	CTBP1	457957.230311127
4359	CTBP2	760003.633669825
4360	CTBS	8972.28809168658
4361	CTCFL	1226.45596783008
4362	CTCF	150954.404942634
4363	CTDP1	121807.402025412
4364	CTDSP1	371939.067734821
4365	CTDSP2	1171938.67133966
4366	CTDSPL2	62413.995926847
4367	CTDSPL	47394.9026560317
4368	CTF1	201.959404308958
4369	CTGF	271867.260195234
4370	CTHRC1	9629.2265985774
4371	CTH	37031.6409705678
4372	CTLA4	13717.3229830054
4373	CTNNA1	309983.51176188
4374	CTNNA2	1590.33327318726
4375	CTNNA3	114.228651138847
4376	CTNNAL1	64517.7540042041
4377	CTNNB1	1585601.80483367
4378	CTNNBIP1	41710.4208415196
4379	CTNNBL1	79521.3586795228
4380	CTNND1	1231549.08938549
4381	CTNND2	4895.36461251594
4382	CTNS	70616.9419217133
4383	CTPS2	23368.7493540406
4384	CTPS	383474.360867266
4385	CTR9	227864.160712662
4386	CTRB1	7.99862350668403
4387	CTRB2	19.7755396934301
4388	CTRC	3.80389204349206
4389	CTRL	6574.19999809063
4390	CTSA	1848671.05121548
4391	CTSB	684670262.043338
4392	CTSC	13549706.1822388
4393	CTSD	333138593.348317
4394	CTSE	8.12494231095238
4395	CTSF	32473.6297113681
4396	CTSG	51.4209689685491
4397	CTSH	13656341.8809192
4398	CTSK	6612217.590036
4399	CTSL1	2247772.08466032
4400	CTSL2	784325.042932811
4401	CTSL3	0.256174526664187
4402	CTSO	40404.6356032975
4403	CTSS	58592255.0254124
4404	CTSW	99778.04120842
4405	CTSZ	55618400.1729021
4406	CTTNBP2NL	21921.9686865942
4407	CTTNBP2	12.4131885111012
4408	CTTN	337322.403214714
4409	CTU1	5716.00215812129
4410	CTU2	25247.7636423333
4411	CTXN1	209906.23943425
4412	CTXN2	6.43779476204117
4413	CTXN3	0.0942379604761905
4414	CUBN	346.994818282994
4415	CUEDC1	2665.96312042377
4416	CUEDC2	32947.6739683529
4417	CUL1	647684.154084127
4418	CUL2	62963.7849164898
4419	CUL3	180443.05829584
4420	CUL4A	723240.389671094
4421	CUL4B	44972.449498253
4422	CUL5	15379.0131400017
4423	CUL7	69359.9921176347
4424	CUL9	82511.4889330117
4425	CUTA	230531.769933335
4426	CUTC	11184.1499968291
4427	CUX1	61574.5752284087
4428	CUX2	29619.8132732279
4429	CUZD1	235.602458316446
4430	CWC15	204032.084651522
4431	CWC22	112508.557453107
4432	CWC25	30060.965247468
4433	CWC27	9777.2862727815
4434	CWF19L1	36469.4328051974
4435	CWF19L2	14789.7926944482
4436	CWH43	0.123779672080853
4437	CX3CL1	25308.3151093559
4438	CX3CR1	583.079523417081
4439	CXADRP2	8.40179029603175
4440	CXADRP3	17.3021821726364
4441	CXADR	30418.6882473682
4442	CXCL10	687199.189801457
4443	CXCL11	88211.7160084956
4444	CXCL12	339386.102342333
4445	CXCL13	326855.841803474
4446	CXCL14	181355.530680345
4447	CXCL16	2061257.34490921
4448	CXCL17	85.3397173549182
4449	CXCL1	1267.00128526349
4450	CXCL2	1516.94750281383
4451	CXCL3	1001.71520378234
4452	CXCL5	11674.9323683231
4453	CXCL6	103.96184524345
4454	CXCL9	42158301.1800495
4455	CXCR1	1.38056796618056
4456	CXCR2P1	69536.0743354571
4457	CXCR2	33.9704187872619
4458	CXCR3	92876.8588448476
4459	CXCR4	1704173.43696001
4460	CXCR5	34054.2809363541
4461	CXCR6	192839.783043184
4462	CXCR7	8231.64103226486
4463	CXXC1	213941.283100242
4464	CXXC4	2.62291498610119
4465	CXXC5	54487.140891105
4466	CXorf1	106.020320261429
4467	CXorf21	2217.13052825502
4468	CXorf22	172.897057805533
4469	CXorf23	2073.08450001837
4470	CXorf26	34761.6909940454
4471	CXorf27	32.7582946308507
4472	CXorf30	864.120554978192
4473	CXorf36	9621.32433353619
4474	CXorf38	1918.40964552841
4475	CXorf40A	6600.36074718428
4476	CXorf40B	22139.6155005236
4477	CXorf41	0.542540152457837
4478	CXorf42	98.2696250269618
4479	CXorf48	351.542087334196
4480	CXorf49B	138.757427653986
4481	CXorf50B	17.082529150754
4482	CXorf51	0.327293125386905
4483	CXorf56	14195.9404230733
4484	CXorf57	113.857943057371
4485	CXorf58	5.27682676948165
4486	CXorf59	82.105098469442
4487	CXorf61	249.477115416657
4488	CXorf64	0.017641736656746
4489	CXorf65	1317.21374657508
4490	CXorf66	0.0162788744419643
4491	CYB561D1	6887.14019431126
4492	CYB561D2	15107.595490839
4493	CYB561	126287.146338155
4494	CYB5A	26475.1023658032
4495	CYB5B	109859.606788261
4496	CYB5D1	9266.66136830059
4497	CYB5D2	12359.6149512895
4498	CYB5R1	75130.7335967081
4499	CYB5R2	17352.9445429082
4500	CYB5R3	1986928.54868214
4501	CYB5R4	8952.63866079178
4502	CYB5RL	4094.09398012303
4503	CYBASC3	919626.98650438
4504	CYBA	4341743.05962058
4505	CYBB	6389429.65950956
4506	CYBRD1	187950.912172033
4507	CYC1	182331.232492472
4508	CYCSP52	0.242068928244048
4509	CYCS	5788828.89517537
4510	CYFIP1	561904.088849575
4511	CYFIP2	152910.884419721
4512	CYGB	12444.3900809165
4513	CYHR1	39263.3888933333
4514	CYLC1	0.260655899642857
4515	CYLC2	0.705462218231647
4516	CYLD	220931.586319803
4517	CYMP	0.814309512795139
4518	CYP11A1	37344.2161087286
4519	CYP11B1	0.202989805704365
4520	CYP11B2	0.00412645640625
4521	CYP17A1	177771.825429678
4522	CYP19A1	72.5241431221205
4523	CYP1A1	29.7256777904663
4524	CYP1A2	6.93689193031746
4525	CYP1B1	238815.969475584
4526	CYP20A1	83158.7753618629
4527	CYP21A2	481.635474980355
4528	CYP24A1	0.432276735079365
4529	CYP26A1	3107.60515565418
4530	CYP26B1	4145.6468511757
4531	CYP26C1	10.3094525348189
4532	CYP27A1	7007037.84953864
4533	CYP27B1	259676.370049647
4534	CYP27C1	19651.3053729333
4535	CYP2A13	0.219709395714286
4536	CYP2A6	1.52082894602927
4537	CYP2A7	0.0964452377951389
4538	CYP2B6	196.708059168482
4539	CYP2B7P1	3.99845487888889
4540	CYP2C18	59.0319180166245
4541	CYP2C19	0.90853233343006
4542	CYP2C8	23407.8905736476
4543	CYP2C9	3.99894465760913
4544	CYP2D6	434.57924561381
4545	CYP2D7P1	394.159195770952
4546	CYP2E1	18372.9417194085
4547	CYP2F1	12547.5385265372
4548	CYP2J2	58.2290349908309
4549	CYP2R1	310989.848827934
4550	CYP2S1	6356104.91446191
4551	CYP2U1	11266.328981654
4552	CYP2W1	32.7064867466667
4553	CYP39A1	305.863648440355
4554	CYP3A43	2.57144720350942
4555	CYP3A4	2.34530580323165
4556	CYP3A5	729.474315869435
4557	CYP3A7	1.42407720817212
4558	CYP46A1	2046.49874233689
4559	CYP4A11	2.87438114352927
4560	CYP4A22	0.0463492287301587
4561	CYP4B1	31.3576603094841
4562	CYP4F11	9.79299554241816
4563	CYP4F12	3.46880762943452
4564	CYP4F22	3118.95752094483
4565	CYP4F2	75.6612072693651
4566	CYP4F3	7.99668528775546
4567	CYP4F8	0.027708172140377
4568	CYP4V2	23164.0209503457
4569	CYP4X1	2561.14690360651
4570	CYP4Z1	2.29605293260913
4571	CYP4Z2P	0.0942116227356151
4572	CYP51A1	267663.398561189
4573	CYP7A1	25.3062030578472
4574	CYP7B1	529.139621596327
4575	CYP8B1	1.03373229779514
4576	CYR61	120368.030254582
4577	CYS1	42126.2513824999
4578	CYSLTR1	355.696361752636
4579	CYSLTR2	1566.14187333435
4580	CYTH1	643186.824450883
4581	CYTH2	477175.86160661
4582	CYTH3	167538.731622921
4583	CYTH4	431283.07064015
4584	CYTIP	148750.280793621
4585	CYTL1	15.2347626509697
4586	CYTSA	2368730.5564
4587	CYTSB	227511.294736103
4588	CYYR1	3971.80996939667
4589	CYorf15A	5198.26660696063
4590	CYorf15B	46126.6594646892
4591	D2HGDH	25635.2759602594
4592	D4S234E	392707.595666314
4593	DAAM1	8844.68247853037
4594	DAAM2	7618.46586175311
4595	DAB1	12.2302233555332
4596	DAB2IP	400108.423162704
4597	DAB2	358437.886121298
4598	DACH1	3733.03308465015
4599	DACH2	190.145790854196
4600	DACT1	76883.4654790069
4601	DACT2	351594.82405133
4602	DACT3	2834.56793848633
4603	DAD1L	0.66524092530754
4604	DAD1	372415.828504365
4605	DAG1	1336339.46142036
4606	DAGLA	8829.27337214825
4607	DAGLB	95369.6089253492
4608	DAK	29352.1165296823
4609	DALRD3	50498.7817797937
4610	DAND5	13.1049272119221
4611	DAOA	0
4612	DAO	0.498657473293651
4613	DAP3	657959.359303547
4614	DAPK1	986047.895946555
4615	DAPK2	7295.84837394094
4616	DAPK3	130720.901219483
4617	DAPL1	29.8165623493651
4618	DAPP1	20377.5400400578
4619	DAP	183210.88761345
4620	DARC	87039.170604295
4621	DARS2	111403.230434787
4622	DARS	622373.147735094
4623	DAXX	449216.466570809
4624	DAZ1	3315.73290546976
4625	DAZ2	13.9567857393254
4626	DAZ3	13.9560512225397
4627	DAZ4	0
4628	DAZAP1	1002857.52171486
4629	DAZAP2	1127056.3797708
4630	DAZL	4112867.63900423
4631	DBC1	6240.80608644
4632	DBF4B	44311.7304703271
4633	DBF4	81377.5650837438
4634	DBH	34.2126178544345
4635	DBI	621270.514137491
4636	DBN1	1501636.68863651
4637	DBNDD1	13930.0588517647
4638	DBNDD2	53070.8647387
4639	DBNL	478730.913556885
4640	DBP	12953.9589219206
4641	DBR1	18234.4582764819
4642	DBT	12787.8227611605
4643	DBX1	1.47429159259673
4644	DBX2	1.51334011333333
4645	DCAF10	36260.9155702676
4646	DCAF11	76429.6563033928
4647	DCAF12L1	8022.1860835792
4648	DCAF12L2	81.9974165021329
4649	DCAF12	458809.693801245
4650	DCAF13	622481.076751488
4651	DCAF15	473980.53312516
4652	DCAF16	111238.536025835
4653	DCAF17	28211.940143843
4654	DCAF4L1	3573902.74891107
4655	DCAF4L2	3680212.11628787
4656	DCAF4	258967.313699302
4657	DCAF5	3766133.60281809
4658	DCAF6	78007.3677158572
4659	DCAF7	712720.576212475
4660	DCAF8L1	5008.06064682458
4661	DCAF8L2	2000.24653916145
4662	DCAF8	215608.297108631
4663	DCAKD	25168.5880360595
4664	DCBLD1	10483.7947238324
4665	DCBLD2	122195.344066063
4666	DCC	29.9306352678968
4667	DCDC1	2.8881794362872
4668	DCDC2B	0.355225011842758
4669	DCDC2	983.501697955198
4670	DCD	0.136731209355159
4671	DCHS1	856923.686758091
4672	DCHS2	76.0234364796999
4673	DCI	160978.990824555
4674	DCK	25355.2841324791
4675	DCLK1	8962.15238192329
4676	DCLK2	4491.15004872769
4677	DCLK3	15116.9827901571
4678	DCLRE1A	20617.8586992341
4679	DCLRE1B	15062.968448999
4680	DCLRE1C	4923.55059741787
4681	DCN	14991807.5973549
4682	DCP1A	32629.6191851247
4683	DCP1B	100025.590045952
4684	DCP2	1003578.77349164
4685	DCPS	12446.9811770414
4686	DCST1	0.666854045672123
4687	DCST2	5524.30376658413
4688	DCTD	117550.048708694
4689	DCTN1	6756238.25310315
4690	DCTN2	705454.611856746
4691	DCTN3	30819.9912680136
4692	DCTN4	224464.906619742
4693	DCTN5	1456938.30066545
4694	DCTN6	35511.5735196419
4695	DCTPP1	65189.3398224762
4696	DCT	0.411066168172123
4697	DCUN1D1	72756.3166918244
4698	DCUN1D2	28304.4802219524
4699	DCUN1D3	2177.0826214442
4700	DCUN1D4	191492.831984039
4701	DCUN1D5	70401.005316716
4702	DCXR	404778.32298625
4703	DCX	66.6982320447991
4704	DDA1	42846.6856142371
4705	DDAH1	6667.67173717777
4706	DDAH2	148337.359130556
4707	DDB1	4516701.16717688
4708	DDB2	21302.9057904685
4709	DDC	561.001134647292
4710	DDHD1	273345.611247859
4711	DDHD2	103436.475026885
4712	DDI1	4173.10183746502
4713	DDI2	2056.80591990174
4714	DDIT3	69788.7772216168
4715	DDIT4L	1466818.61590655
4716	DDIT4	1912792.07828036
4717	DDN	488.286841625357
4718	DDOST	9002210.41446723
4719	DDO	185.528425890476
4720	DDR1	1190564.08352752
4721	DDR2	1233.18935307488
4722	DDRGK1	65784.7104668254
4723	DDTL	74399.1625246605
4724	DDT	390151.567581319
4725	DDX10	21640.789294745
4726	DDX11L2	3307.68154290213
4727	DDX11	7629345.12682872
4728	DDX12	117992.403404855
4729	DDX17	6776051.95035216
4730	DDX18	195613.003831212
4731	DDX19A	70703.5854080414
4732	DDX19B	23446.679636716
4733	DDX1	1278708.71209038
4734	DDX20	53097.4818727974
4735	DDX21	1071396.09455968
4736	DDX23	1713920.06021022
4737	DDX24	2055308.72536825
4738	DDX25	4793.82114981793
4739	DDX26B	32652.4006269172
4740	DDX27	380881.637567237
4741	DDX28	20204.4248256882
4742	DDX31	47292.8499237319
4743	DDX39	1825733.4944474
4744	DDX3X	3793118.19843641
4745	DDX3Y	1669877.49978351
4746	DDX41	208104.851003943
4747	DDX42	365353.726528348
4748	DDX43	263477.455233227
4749	DDX46	98145.30265422
4750	DDX47	2663227.35800875
4751	DDX49	619293.976652022
4752	DDX4	87592.3370177596
4753	DDX50	60476.962585253
4754	DDX51	139377.31336879
4755	DDX52	54451.8002812716
4756	DDX53	1258.70637188071
4757	DDX54	466485.83090315
4758	DDX55	77510.5546686069
4759	DDX56	1598097.24039524
4760	DDX58	163022.257085943
4761	DDX59	11381.8504219422
4762	DDX5	11477880.7041371
4763	DDX60L	148201.530417235
4764	DDX60	2455592.54814679
4765	DDX6	2655062.52426577
4766	DEAF1	17722.4932392857
4767	DEC1	0.794562385394345
4768	DECR1	148188.539422285
4769	DECR2	57550.5733555833
4770	DEDD2	151180.581677705
4771	DEDD	29556.7260600275
4772	DEF6	236712.011508991
4773	DEF8	222986.733147913
4774	DEFA1B	4.04296322664435
4775	DEFA4	0.373968286944444
4776	DEFA5	0.308089696190476
4777	DEFA6	14.1701682747197
4778	DEFB103B	0
4779	DEFB104A	0
4780	DEFB105A	0
4781	DEFB106A	0.003144405625
4782	DEFB107A	0.002854230625
4783	DEFB108B	0.00378496345238095
4784	DEFB109P1B	0.0956723355332341
4785	DEFB109P1	0.143005094342758
4786	DEFB110	0
4787	DEFB112	0
4788	DEFB113	0
4789	DEFB114	0
4790	DEFB115	0.048433005625
4791	DEFB116	0.00194811890625
4792	DEFB118	0
4793	DEFB119	10696.1970778831
4794	DEFB121	0
4795	DEFB122	15.688915308192
4796	DEFB123	1503.74119785996
4797	DEFB124	101.882754602371
4798	DEFB125	0.0568975157837302
4799	DEFB126	171.218739198946
4800	DEFB127	0.0022610025
4801	DEFB128	0.0530083922222222
4802	DEFB129	0
4803	DEFB130	0.113103286703869
4804	DEFB131	0.35295524030754
4805	DEFB132	0.0276223056746032
4806	DEFB134	0.0224944680853175
4807	DEFB135	0.00781349800595238
4808	DEFB136	0
4809	DEFB1	112017.721429964
4810	DEFB4A	0
4811	DEGS1	338934.524035888
4812	DEGS2	1232.55905563603
4813	DEK	258388.816593462
4814	DEM1	2175.58375197847
4815	DENND1A	25029.2310291982
4816	DENND1B	257.704968276724
4817	DENND1C	281760.93461592
4818	DENND2A	16575.645958293
4819	DENND2C	9780.23808669762
4820	DENND2D	235990.187251053
4821	DENND3	104941.500136626
4822	DENND4A	31608.6777774581
4823	DENND4B	248181.645400412
4824	DENND4C	71429.5844156624
4825	DENND5A	156522.702325959
4826	DENND5B	553840.21969825
4827	DENR	614162.144245933
4828	DEPDC1B	9173.33714809069
4829	DEPDC1	4205.05121973932
4830	DEPDC4	160.328634902934
4831	DEPDC5	40154.4929426069
4832	DEPDC6	22934.7909110161
4833	DEPDC7	18666.5470296163
4834	DERA	1295392.86335848
4835	DERL1	1091159.77577927
4836	DERL2	27264.4901497339
4837	DERL3	146515.642674555
4838	DES	7029.03468213411
4839	DET1	1806.75751378462
4840	DEXI	12043.4848111706
4841	DFFA	100240.046228456
4842	DFFB	1301.04402732873
4843	DFNA5	13754.7741237795
4844	DFNB31	27778.7697754321
4845	DFNB59	331.917389735516
4846	DGAT1	131066.387348651
4847	DGAT2L6	227.477775436843
4848	DGAT2	115949.970460183
4849	DGCR10	3.71032858444196
4850	DGCR11	3070.37715397841
4851	DGCR14	140826.322660523
4852	DGCR2	900825.131705927
4853	DGCR5	13880.0426262017
4854	DGCR6L	114764.659050951
4855	DGCR6	112609.502618448
4856	DGCR8	255629.935742442
4857	DGCR9	956.764712224978
4858	DGKA	223221.433598628
4859	DGKB	4.77036180964038
4860	DGKD	3290904.25823787
4861	DGKE	11064.287796595
4862	DGKG	299.254608749365
4863	DGKH	583.282318000317
4864	DGKI	23.7244091225
4865	DGKK	0.413628513293651
4866	DGKQ	12146.7526497497
4867	DGKZ	407838.792753869
4868	DGUOK	244283.307759937
4869	DHCR24	16795848.1123239
4870	DHCR7	71091.0393279323
4871	DHDDS	18085.689254593
4872	DHDH	223.905052696843
4873	DHDPSL	1.6396904522123
4874	DHFRL1	1415.71391920684
4875	DHFR	24027.1953346704
4876	DHH	371.886644595238
4877	DHODH	11253.5293750017
4878	DHPS	86569.8814469524
4879	DHRS11	7358.29779244365
4880	DHRS12	9094.77817108315
4881	DHRS13	50423.2229593294
4882	DHRS1	4751.16588350617
4883	DHRS2	594.116508033648
4884	DHRS3	103483.219587475
4885	DHRS4L1	49.6220107942237
4886	DHRS4L2	32079.2740130466
4887	DHRS4	82696.1100840149
4888	DHRS7B	17129.3499428787
4889	DHRS7C	0.00790986348214286
4890	DHRS7	40892.8671204898
4891	DHRS9	16635.5889110339
4892	DHRSX	108323.663748
4893	DHTKD1	1142467.60904065
4894	DHX15	262049.510992746
4895	DHX16	108491.934591171
4896	DHX29	53355.2697793651
4897	DHX30	732100.246932937
4898	DHX32	16193.4421037716
4899	DHX33	756285.495956785
4900	DHX34	171481.007497221
4901	DHX35	11486.206299873
4902	DHX36	134383.78439873
4903	DHX37	292759.561892283
4904	DHX38	186688.407802778
4905	DHX40P1	49.419257910057
4906	DHX40	284261.288654976
4907	DHX57	89890.0440960037
4908	DHX58	64068.0162232372
4909	DHX8	146545.109783133
