source	interaction	target
PIK3R1	PPI>	ABL1
AKT2	PPI>	FOXO4
IGF1R	PPI>	YWHAZ
PDPK1	PPI>	AKT2
CRK	PPI>	XPO1
SRC	PPI>	AKT1
APLP2	PPI>	AKT1
PIK3CA	PPI>	RPS6KB1
PIK3R1	PPI>	SRC
TERT	PPI>	XPO1
PIK3R2	PPI>	IRS2
EIF4EBP1	PPI>	AKT1
MTOR	PPI>	TERT
TERT	PPI>	AKT1
RPS6KB1	PPI>	AKT1
RPS6KB1	PPI>	XPO1
PIK3R3	PPI>	IRS1
PIK3CA	PPI>	IRS2
PIK3CA	PPI>	PRKCD
PIK3R3	PPI>	IGF1R
PIK3R3	PPI>	IRS2
PIK3R1	PPI>	CRK
PIK3R1	PPI>	EGFR
PRKCD	PPI>	YWHAZ
AKT1	PPI>	AKT2
AKT1	PPI>	YWHAZ
MTOR	PPI>	AKT1
IRS1	PPI>	AKT1
MTOR	PPI>	RPS6KB1
PIK3R2	PPI>	IRS1
PIK3R2	PPI>	IGF1R
GAB2	PPI>	AKT1
PIK3R1	PPI>	IRS2
PIK3R1	PPI>	AKT1
MTOR	PPI>	IRS1
MTOR	PPI>	RHEBL1
AKT1	PPI>	FOXO4
RHEBL1	PPI>	AKT1
EGFR	PPI>	YWHAZ
YWHAZ	PPI>	FOXO4
PIK3R1	PPI>	MST1R
MTOR	PPI>	PDPK1
IRS1	PPI>	YWHAZ
IRS2	PPI>	YWHAZ
MTOR	PPI>	EIF4EBP1
PIK3R1	PPI>	MAPK8
PIK3R1	PPI>	IRS1
PIK3CA	PPI>	APPL1
APPL1	PPI>	AKT2
APPL1	PPI>	AKT1
PIK3R1	PPI>	GAB2
MST1R	PPI>	AKT1
PIK3R2	PPI>	EGFR
ABL1	PPI>	YWHAZ
MTOR	PPI>	AKT1S1
AKT1S1	PPI>	AKT1
MST1R	PPI>	YWHAZ
AKT1S1	PPI>	AKT2
MAPK8	PPI>	YWHAZ
PIK3CA	PPI>	APLP2
PDPK1	PPI>	AKT1
PIK3CA	PPI>	PIK3R1
PIK3R1	PPI>	IGF1R
XPO1	PPI>	FOXO4
