source	interaction	target
NR3C1	PPI>	RARA
AKT1	PPI>	TSC1
IGF1R	PPI>	MDM2
IGF1R	PPI>	UBC
BMX	PPI>	SRC
IGF1R	PPI>	PRKCD
PRKCI	PPI>	YWHAZ
STAT1	PPI>	AKT1
PTPN1	PPI>	CTNNB1
PRKCD	PPI>	PAK1
MDM2	PPI>	AKT1
SRC	PPI>	ESR1
PTPN1	PPI>	ESR1
IQGAP1	PPI>	CTNNB1
MAPK8	PPI>	BAD
MST1R	PPI>	AKT1
AKT1	PPI>	YWHAZ
AKT1	PPI>	GRB10
RAF1	PPI>	YWHAH
MTOR	PPI>	AKT1
FLT1	PPI>	CTNNB1
CDK5	PPI>	SRC
MAPK8	PPI>	PRKD1
MTOR	PPI>	IRS1
PDPK1	PPI>	SRC
AKT1	PPI>	SRC
MTOR	PPI>	PDPK1
KDR	PPI>	HSP90AA1
MAPK8	PPI>	STAT3
CDKN1A	PPI>	AKT1
CHUK	PPI>	ESR1
MAP2K1	PPI>	PAK1
FLT1	PPI>	STAT3
SRC	PPI>	MST1R
SRC	PPI>	IKBKB
AR	PPI>	ESR1
GRB10	PPI>	SRC
BRAF	PPI>	AKT1
GNB2L1	PPI>	AR
AKT1	PPI>	PRKCZ
PIK3R3	PPI>	IRS1
IGF1R	PPI>	IRS1
ESR1	PPI>	SRC
BMX	PPI>	PAK1
IGF1R	PPI>	PTPN1
CTNNB1	PPI>	AR
STAT5B	PPI>	RARA
AKT1	PPI>	BRAF
AR	PPI>	AKT1
STAT6	PPI>	CEBPB
SRC	PPI>	IGF1R
TERT	PPI>	AKT1
KDR	PPI>	CSF2RB
RAF1	PPI>	PRKCZ
RAF1	PPI>	NR3C1
BRAF	PPI>	YWHAZ
AKT1	PPI>	CHUK
AKT1	PPI>	FOXO1
IRS1	PPI>	AKT1
YWHAH	PPI>	SRC
SRC	PPI>	YWHAH
ESR1	PPI>	FOXO1
AKT1	PPI>	HSP90AA1
AKT1	PPI>	IKBKB
IRS1	PPI>	YWHAZ
SRC	PPI>	PGR
RAF1	PPI>	BRAF
MAP2K1	PPI>	PRKCI
CHUK	PPI>	AKT1
AKT1	PPI>	STAT1
ESR1	PPI>	AR
HSF1	PPI>	CEBPB
SRC	PPI>	CDKN1B
PDPK1	PPI>	PAK1
RAF1	PPI>	YWHAE
KRT18	PPI>	YWHAZ
CDK5	PPI>	PAK1
HNF1A	PPI>	CTNNB1
STAT3	PPI>	SRC
MAPK8	PPI>	CDKN1A
RAF1	PPI>	SRC
KDR	PPI>	FLT1
SRC	PPI>	TERT
PRKCD	PPI>	SRC
BRAF	PPI>	RAF1
AKT1	PPI>	ESR2
STAT3	PPI>	AR
MAPK8	PPI>	ELK1
ESR1	PPI>	CEBPB
IGF1R	PPI>	YWHAE
MAPK1	PPI>	PPARG
YWHAH	PPI>	ESR1
RAF1	PPI>	HSP90AA1
MAP3K5	PPI>	YWHAZ
AKT1	PPI>	HSP90AB1
SRC	PPI>	GRB10
MAP2K1	PPI>	MAPK3
ESR2	PPI>	ESR1
YWHAZ	PPI>	FOXO1
AR	PPI>	CTNNB1
NR3C1	PPI>	AR
KDR	PPI>	STAT1
GNB2L1	PPI>	SRC
RAF1	PPI>	BAD
MDM2	PPI>	AR
AKT1	PPI>	PPM1A
CHUK	PPI>	CTNNB1
RAF1	PPI>	CDC25A
TSC2	PPI>	ESR1
CTNNB1	PPI>	SRC
HSP90AA1	PPI>	AKT1
ELK1	PPI>	CEBPB
PGR	PPI>	ESR1
MAPK14	PPI>	ESR1
MAP2K1	PPI>	MAPK1
CASP9	PPI>	AKT1
SRC	PPI>	BMX
MAPK8	PPI>	YWHAZ
NR3C1	PPI>	CEBPB
SRC	PPI>	PELP1
AKT1	PPI>	PDPK1
SRC	PPI>	CTNNB1
ESR1	PPI>	RARA
MAPK8	PPI>	MAP3K2
RAF1	PPI>	KRT18
BAD	PPI>	AKT1
MAP2K1	PPI>	CDK5
TRIP10	PPI>	CTNNB1
MAPK3	PPI>	ESR1
RAF1	PPI>	YWHAZ
SRC	PPI>	HNF1A
RAF1	PPI>	MAPK1
MAPK1	PPI>	ESR1
SRC	PPI>	RAF1
HSP90AA1	PPI>	AR
HSP90AA1	PPI>	SRC
AKT1	PPI>	MDM4
ESR1	PPI>	PAK1
MAPK8	PPI>	IRS1
MAPK8	PPI>	MAPK1
RARA	PPI>	FOXO1
MAP2K1	PPI>	MAPK14
PAK1	PPI>	FOXO1
AKT1	PPI>	PAK1
STAT1	PPI>	SRC
BAG1	PPI>	ESR1
BAG1	PPI>	AR
AKT1	PPI>	CDKN1A
PAK1	PPI>	ESR1
SRC	PPI>	STAT1
RAF1	PPI>	YWHAB
GATA2	PPI>	RARA
IKBKB	PPI>	SRC
PDPK1	PPI>	AKT1
PRKCZ	PPI>	SRC
SRC	PPI>	STAT5A
BRAF	PPI>	MAP2K1
IGF1R	PPI>	YWHAZ
SRC	PPI>	GAB2
CHUK	PPI>	SRC
PRKCD	PPI>	YWHAZ
SRC	PPI>	AR
PELP1	PPI>	AR
MAP2K1	PPI>	GRB10
AKT1	PPI>	ESR1
MAPK1	PPI>	AR
RAF1	PPI>	PAK1
MTOR	PPI>	TERT
CDC25A	PPI>	YWHAZ
FLT1	PPI>	KDR
AKT1	PPI>	RAF1
BCR	PPI>	YWHAZ
IGF1R	PPI>	ESR1
SRC	PPI>	KDR
SRC	PPI>	CDK5
MST1R	PPI>	YWHAZ
SRC	PPI>	PTPN1
WWOX	PPI>	SRC
MAP2K1	PPI>	BRAF
MAPK1	PPI>	CEBPB
IGF1R	PPI>	YWHAB
TSC2	PPI>	YWHAZ
MAPK3	PPI>	CEBPB
MAPK8	PPI>	HSF1
AKT1	PPI>	BRCA1
FLT1	PPI>	STAT1
SRC	PPI>	PRKCZ
MAP2K1	PPI>	CASP9
CASP3	PPI>	CTNNB1
YWHAE	PPI>	YWHAZ
RAF1	PPI>	BAG1
CDKN1A	PPI>	ESR1
MAPK8	PPI>	PPARG
SRC	PPI>	FOXO1
KDR	PPI>	IQGAP1
MST1R	PPI>	SRC
AKT1	PPI>	TERT
MAP3K2	PPI>	YWHAZ
PRKD1	PPI>	SRC
BRAF	PPI>	MAPK1
AKT1	PPI>	GATA2
PTPN1	PPI>	AKT1
MTOR	PPI>	RPS6KA1
MDM2	PPI>	ESR1
SRC	PPI>	HSP90AA1
ESR2	PPI>	SRC
SRC	PPI>	STAT6
MAP2K1	PPI>	ELK1
SRC	PPI>	CHUK
CEBPB	PPI>	FOXO1
IKBKB	PPI>	AKT1
MTOR	PPI>	STAT3
PRKCZ	PPI>	AKT1
STAT5A	PPI>	CEBPB
PIK3R3	PPI>	ESR1
AKT1	PPI>	BAD
ESR1	PPI>	CTNNB1
AKT1	PPI>	CDKN1B
SRC	PPI>	ABL1
GRB10	PPI>	AKT1
IGF1R	PPI>	PRKD1
SRC	PPI>	STAT5B
TERT	PPI>	SRC
GAB2	PPI>	SRC
PPARG	PPI>	FOXO1
CDKN1B	PPI>	SRC
PTPN1	PPI>	SRC
IGF1R	PPI>	GNB2L1
SMARCB1	PPI>	CEBPB
YWHAB	PPI>	SRC
CTNNB1	PPI>	ESR1
SRC	PPI>	SMARCB1
RAF1	PPI>	AR
SRC	PPI>	BCR
AKT1	PPI>	TSC2
AKT1	PPI>	CASP3
SRC	PPI>	AKT1
MUC1	PPI>	CTNNB1
AKT1	PPI>	AR
SRC	PPI>	TRIP10
HSP90AB1	PPI>	ESR1
SRC	PPI>	ESR2
KDR	PPI>	CTNNB1
BRAF	PPI>	YWHAH
IGF1R	PPI>	MAP3K5
PIK3R3	PPI>	IGF1R
MAPK1	PPI>	PAK1
SRC	PPI>	GNB2L1
SRC	PPI>	PDPK1
AKT1	PPI>	PTPN1
SRC	PPI>	HNRNPK
IKBKB	PPI>	CTNNB1
AR	PPI>	FOXO1
MAP3K5	PPI>	AKT1
CDKN1B	PPI>	AKT1
RPS6KA1	PPI>	ESR1
CDC25A	PPI>	AR
PAK1	PPI>	AKT1
ESR1	PPI>	AKT1
RAF1	PPI>	PRKCD
SRC	PPI>	MUC1
HSP90AA1	PPI>	ESR1
MAP2K1	PPI>	RAF1
AKT1	PPI>	MST1R
IGF1R	PPI>	PIK3R3
CSF2RB	PPI>	YWHAZ
UBC	PPI>	YWHAZ
MAP2K1	PPI>	PRKCZ
KDR	PPI>	SRC
IGF1R	PPI>	STAT3
BAG1	PPI>	RARA
SMARCE1	PPI>	ESR1
BAD	PPI>	YWHAZ
MDM4	PPI>	YWHAZ
KDR	PPI>	BMX
PRKCI	PPI>	SRC
IGF1R	PPI>	SRC
ESR2	PPI>	AKT1
BRCA1	PPI>	ESR1
IGF1R	PPI>	GRB10
SRC	PPI>	YWHAE
AKT1	PPI>	NCF1
SRC	PPI>	SMARCE1
NCF1	PPI>	PAK1
PPM1A	PPI>	CTNNB1
AKT1	PPI>	MAP3K5
SRC	PPI>	PRKCI
CASP3	PPI>	AR
RAF1	PPI>	MAPK3
HNRNPK	PPI>	CEBPB
AKT1	PPI>	MDM2
AR	PPI>	SRC
BAD	PPI>	PAK1
MAPK8	PPI>	MAPK14
GAB2	PPI>	AKT1
SRC	PPI>	PRKCD
KDR	PPI>	GRB10
YWHAE	PPI>	SRC
RAF1	PPI>	GRB10
TSC1	PPI>	YWHAZ
CTNNB1	PPI>	FOXO1
RAF1	PPI>	AKT1
BRAF	PPI>	YWHAB
YWHAZ	PPI>	AKT1
AKT1	PPI>	IRS1
MAPK8	PPI>	WWOX
RPS6KA1	PPI>	CEBPB
SRC	PPI>	STAT3
PELP1	PPI>	ESR1
ABL1	PPI>	YWHAZ
MAPK8	PPI>	MAPK3
STAT5A	PPI>	ESR1
AKT1	PPI>	GAB2
RAF1	PPI>	MAP3K5
RAF1	PPI>	MAP2K1
MAPK8	PPI>	NR3C1
BRCA1	PPI>	AR
