name	Activity
CDKN1B	0
IKBKB	0
AKT1	0
MAP2K1	0.0
AKT3	0
IKBKG	0
RAF1	0
MAP3K8	0
PIK3CA	1.0
PIK3CB	1.0
MAP3K1	0
PIK3CD	1.0
PIK3CG	1.0
MAPK3	0
PIK3R5	1.0
MAPK1	0
PIK3R3	1.0
PIK3R2	1.0
PIK3R1	1.0
MYC	-1.86945328934
CHUK	0
CREB1	5.83537043055
MDM2	0
NFKB2	-2.05835852461
FOXO3	0
TP53	-1.92184518634
MAP2K2	0.0
AKT2	0
GSK3B	0
MAP3K14	0
BRAF	0.0
PDPK1	0
LAMTOR3	0
