Key	Type	QL-XII-47_0.37	BX-912_10	selumetinib_1.11	GDC-0941_0.37	BRD-U51024685_10	BRD-K88573743_0.04	AS-601245_10	AS-601245_1.11	dasatinib_0.37	lapatinib_10	BRD-U61997977_0.37	PI-103_1.11	GSK-1059615_1.11	PD-184352_3.33	AZD-8330_0.37	NVP-BEZ235_0.04	pelitinib_0.04	WYE-125132_0.04	erlotinib_0.37	PHA-665752_10	trametinib_3.33	BRD-U60236422_3.33	NVP-BEZ235_0.37	erlotinib_10	BRD-K54997624_3.33	BRD-K88573743_0.12	QL-X-138_10	BRD-K88573743_10	BRD-K54997624_10	BRD-K94012289_10	GSK-2126458_1.11	afatinib_10	BRD-U51024685_3.33	ZSTK-474_3.33	neratinib_3.33	canertinib_0.04	BRD-K54997624_1.11	JW-7-24-1_10	BRD-K24496482_10	BRD-A18328003_0.37	saracatinib_10	GSK-1059615_3.33	ZSTK-474_10	PI-103_0.37	JW-7-24-1_3.33	WYE-125132_0.37	BRD-K88573743_1.11	QL-X-138_3.33	afatinib_1.11	fostamatinib_10	GSK-2126458_3.33	BRD-K29395450_10	gefitinib_0.37	AZD-8330_1.11	AZD-8055_10	trametinib_1.11	neratinib_0.04	nilotinib_10	LDN-193189_3.33	sirolimus_0.37	canertinib_0.12	buparlisib_3.33	GSK-2126458_0.37	torin-2_0.04	BRD-K24496482_1.11	torin-1_10	AZD-8055_3.33	saracatinib_3.33	QL-XII-47_1.11	BRD-A18328003_0.04	JW-7-24-1_1.11	foretinib_10	sorafenib_10	PD-0325901_10	PD-0325901_1.11	AZD-8055_0.04	GSK-1059615_10	canertinib_3.33	WYE-125132_3.33	trametinib_0.37	gefitinib_3.33	GDC-0941_1.11	AZD-6482_10	SU-11274_10	NVP-BEZ235_3.33	QL-X-138_1.11	BRD-U61997977_1.11	afatinib_0.12	PI-103_3.33	buparlisib_1.11	AZD-8055_0.12	BRD-U61997977_0.12	pelitinib_10	PD-0325901_0.12	BRD-U61997977_10	AZD-8055_0.37	PD-0325901_0.37	GDC-0941_10	BRD-A18328003_0.12	selumetinib_10	torin-2_3.33	afatinib_0.04	BRD-K20696416_10	sirolimus_0.12	MK-2206_3.33	JNK-9L_10	canertinib_0.37	NVP-BEZ235_1.11	erlotinib_3.33	NVP-BEZ235_10	BRD-A18328003_1.11	GSK-2126458_0.12	sirolimus_0.04	BRD-U60236422_10	BRD-K94012289_3.33	vemurafenib_10	torin-1_0.37	BRD-U60236422_1.11	NVP-TAE684_10	AKT-inhibitor-1-2_10	dovitinib_10	PI-103_10	torin-2_0.12	AZD-8330_10	buparlisib_10	AZD-6482_3.33	crizotinib_10	JNK-9L_0.37	neratinib_0.12	torin-1_1.11	torin-2_0.37	sirolimus_1.11	QL-XII-47_0.04	ZSTK-474_0.37	GSK-1059615_0.37	GSK-2126458_0.04	AZD-8055_1.11	PD-184352_10	LDN-193189_10	BRD-K88573743_3.33	trametinib_10	pelitinib_0.37	BRD-A18328003_3.33	sirolimus_10	JNK-9L_3.33	GSK-690693_0.12	BRD-K94012289_1.11	MK-2206_10	ZSTK-474_1.11	erlotinib_1.11	GSK-690693_3.33	dasatinib_10	pelitinib_1.11	canertinib_1.11	LDN-193189_0.37	BRD-U61997977_3.33	torin-1_0.12	JNK-9L_1.11	WYE-125132_1.11	sirolimus_3.33	GDC-0941_3.33	GSK-690693_10	lapatinib_3.33	BRD-K54997624_0.37	GSK-690693_1.11	AS-605240_10	BRD-K88573743_0.37	LDN-193189_1.11	BRD-K94012289_0.37	BRD-K94012289_0.12	SAR-245408_10	QL-XII-47_0.12	AS-601245_3.33	selumetinib_3.33	BRD-A18328003_10	linifanib_10	neratinib_0.37	NVP-TAE684_3.33	MK-2206_1.11	NVP-BEZ235_0.12	canertinib_10	pelitinib_3.33	torin-1_0.04	WYE-125132_10	lapatinib_1.11	dasatinib_3.33	WYE-125132_0.12
PIK3C2A	Genomic_Event	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
MTOR	Genomic_Event	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
IGFR	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3C3	Genomic_Event	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
CSF-1R	Genomic_Event	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-MET	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALK	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYK	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAF	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3C2G	Genomic_Event	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
LCK	Genomic_Event	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTK	Genomic_Event	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53	TF_Activity	4.78267807677102	4.09770651070659	0.0165340407528407	-1.14940715681105	1.57023231205892	4.37652107666019	1.23337877004364	3.89906531080405	0.888390014433191	-1.61888138716402	-0.982075748069098	-5.30231308632499	-2.39665904552374	0.575271628756636	0.73500445896808	-0.94681861885883	1.26269842334318	-1.31394075719718	-0.130309688810834	1.00133569371034	0.00298205633265414	0.122792223022663	-1.84770652038404	0.830127116593081	0.00514213582997985	1.21381542661059	0.347540342450175	-0.395287737876994	0.139427926047884	-1.92184518633873	-3.89470991788079	0.994326795375825	0.0533218062929307	-5.52271417530564	1.31267594651768	-0.284335500676592	0.323531643123283	-1.2328470071477	1.58728953169687	-1.12110684335516	-1.06472177943414	-1.53991797476622	-3.23678185412803	-2.21476954721273	-1.07003730414104	-1.1133924159062	0.972723097768329	0.657504933297408	0.139213209990957	1.23148536032903	-1.19533641734173	1.51567877809447	-0.538535431776947	1.63019769086904	-3.53875268533442	-1.35393266866937	-0.193182857264973	3.61851052080303	4.21492606167497	-1.06292025507963	-0.393908306642372	2.38190823837415	-2.85720872593395	-0.748503603498829	4.85312096913933	-4.55704071853826	-1.56638403274772	-0.0339422017334761	1.64048765148906	0.346495487901111	0.0413588677408071	1.03002400000167	3.01639492760718	0.62623095204693	0.925323436122577	-0.843045702880261	-1.16546335884996	-0.748423298643955	-2.24481426190688	0.0599116781244186	-0.80986982277113	-4.51900469672792	-0.989365626972493	1.33761045496316	-3.13236823513492	-0.294701384939872	-2.98658756090884	-0.217477737306806	-1.57729346600873	-0.121732710226643	-1.6321176569425	0.0572891652817104	1.28032095158927	0.588765991767996	-4.43130535208483	-1.57539380876114	0.361245802910754	-4.96322922195692	-0.393933225387028	-0.477424808740069	-0.21500995595614	-0.348824761342552	0.791890450557844	-1.88507127434228	-1.13356301832648	-2.09632219173865	-0.510214010807871	-0.584673452081566	-0.403292818190961	-0.669804755034883	-1.21674208315078	-3.26250511790686	0.0124458261033186	1.12666607216865	-1.76609162689861	2.86716695975832	-1.34295676310222	1.227022632476	3.18987005889172	-0.768508518285684	3.3068888716869	-4.31148549982757	-0.394747054580667	-0.345571410015101	1.52014649158035	0.285135554320288	2.21524050213679	3.74976159098964	1.22013566497849	-3.56868170321748	-0.367278623869885	0.561418312260761	2.73701447821169	-0.537494240524329	-0.397275977521474	-3.41252692378184	-1.03580081076557	-0.321959687618882	2.35252924784404	-0.333908069926276	-0.40363501351231	0.639086022133616	-1.05956316042738	-2.48529252199377	-1.80702873981759	1.60316803923028	-1.24763227867638	-1.82066787403479	-2.8288210134321	1.29547658220915	-0.251135121575668	0.205769975003657	0.986132574670465	0.285203280790893	3.72631491351765	-2.81963607637548	-1.61467160275819	2.32726977166359	-1.77530887824458	-2.62791454293048	-4.71989408906846	1.16076145784231	-0.428709320829548	0.782076412297046	0.301650239138195	0.384832906716584	1.32542897730308	4.28023157461858	-0.175929260133629	0.183741242991716	2.39612817175755	4.79261174920235	2.09111105936558	0.126863076383917	-2.14212457685509	-0.156750895999972	1.88568422641469	1.6477142665923	-0.614981957073277	-0.0689083393749115	0.200089469709543	1.73049149497691	-0.616224224280348	-1.1315256870725	-0.948387990895294	0.926116330910877	-2.5832603493536
MYC	TF_Activity	7.03384977256626	0.942552809624625	-3.53487620295798	-2.11461751576119	1.98834366808647	1.12533278561445	3.85818838701076	2.78490886979794	-0.656265933246836	-6.27051169419526	-3.71230714051336	-3.89391180421034	-3.42862868488101	-1.80134960676985	-0.616280267187511	1.87946158019325	-0.945695035418295	-0.452645512374999	-0.664790950424941	-1.21311022005106	0.367776799499556	-1.67677208901799	-0.0171740561503227	-1.90917566334204	1.24056456399972	-0.174118651723868	2.68646387471087	1.52949081108989	2.60098927591301	-1.86945328933967	-2.6557679205001	0.852437331267991	1.24736090369249	-4.13129955324795	0.925251809458963	-4.77709801209955	-0.421865359433498	1.46511297232446	0.93935562793701	0.0320186085799505	-4.63766297306058	-2.10946305144501	0.0487287919858661	-2.75978386792476	-0.581340426009302	-0.114754560493437	3.85609155289826	3.31773765548115	-0.337949427074325	-1.85348694637053	-0.0613243114952854	1.43555724405563	-3.38785732406226	2.71365647087024	0.0943102722619904	-2.88526550518806	-0.591955824116538	4.30041722296038	4.40019424594462	-0.536653486550099	-3.59994878803655	0.380683797981669	-2.38400409420062	2.28974785079568	4.52591357025978	1.12534435709447	1.62927115479776	-0.29154343574992	4.08434549718582	2.02793323667087	0.731782768034248	-1.93037505559099	4.30227320492531	-1.73850083973564	-1.35749727096037	0.580814544170088	-0.329004942255462	-2.50987263771812	-0.672431623749295	-2.83567492021443	-1.46067923336214	-4.22814338085714	0.780292510275558	0.987920081544611	-0.364940211503836	-0.179041900446997	-4.52306342367009	-2.01374375740364	-0.516210033544754	-0.0608298242752724	-0.518689334997183	-4.19955117254142	1.76499169265206	-1.91518010210401	-1.47103992253129	-1.14915564916395	-1.81630454804367	-1.99052877121493	-0.837138822634135	-4.06885017298815	2.05327095830111	-3.28211354413393	-0.749863574285207	-2.41132991670868	-3.45488981406826	1.19301621242887	-4.06502333954181	1.53203338164786	-0.860211998338177	0.808908281894279	1.05835099544088	0.161848980164371	-2.12900053530973	1.87679169940791	-1.28497296948652	3.81789875486056	0.0541324088862315	-0.812466740043857	-2.37961821170093	0.214927715802984	3.03649530355804	-0.103324151038315	3.02155205709239	-0.468344291595167	1.04127062823134	0.129520101188885	2.72406205230255	4.41657519890826	0.726028265551987	-0.0698217904252028	3.55018766943593	-0.44248917098238	6.20701383724205	-0.449315040393106	-0.94068770073487	-1.46667091146558	1.93051265984941	-2.85320618324586	3.20931831842281	1.00831680424578	-2.22524728921773	-2.23508959962597	1.93642584807392	-1.93465494492335	1.49057625055095	2.14789626973468	0.930414623596786	-3.32360415875385	-2.08104481132375	-0.983227574257246	-0.779049225327021	-2.11044821316626	0.574247561742329	-2.6445156855341	1.81354602690262	-6.4189385083598	-0.861342180901588	3.61199847557029	0.948130449699632	-3.50926944563327	-2.83940802891761	0.874144257987211	-4.12971682315707	-0.497998104950248	1.17164135124149	-2.03165201136927	3.93873126014312	1.68242612459477	-0.403836964996746	-0.950909970415774	3.93397105790037	7.102536656455	4.67163542069379	-1.93294242003888	-1.0656485788242	0.425975392268156	3.01460428672805	1.22016510133419	-4.24549954337137	2.55865033700733	-0.18887643855636	1.23320787649817	-0.264851373552187	-1.91908792213772	-3.39113564403356	-1.21994524622874	-0.670495978042832
NFKB2	TF_Activity	0.575369635305821	0.321162250788555	-3.75854959832329	-1.4714168974168	-1.62092205372795	-1.42276231271386	1.54176251009033	-0.542965245540627	-0.653846847563664	-2.14717305038228	-1.7790974182801	-1.68919109655273	0.984031791996461	-1.04783967457835	2.88224989731428	3.12198473852548	1.70377159643489	0.537496061784883	-2.32296728224285	-1.74173082965912	-0.612941082617164	0.513496995675843	0.935618160180843	0.459990328914324	0.751896215110439	-1.71986164141521	-2.60248794085816	1.91433885866421	-1.80073316570195	-2.05835852461113	-0.717365877162556	2.90472943048024	0.242296022277598	-0.917279142974336	-0.48635707817675	0.155734032626766	0.124842435640887	-3.4405712606089	0.916475954533668	4.52064728412483	-3.03711846718496	3.0933608549782	0.372537054503408	1.74677130249969	0.931698540306556	-0.652982070834613	-2.54286966951207	-3.69227192678958	-0.592717536431297	-3.03226276868079	-0.754015195115348	-2.37602627396953	-1.45081367139023	1.19027210401259	4.03685283128088	3.35938484733178	2.57653085166728	1.01569287648911	-2.14018119267289	2.87544146165706	0.572173801936518	-2.46207908584645	0.123605408499018	-1.03053503544019	1.09301381014908	0.168761222696969	1.52087407527169	-1.2383851012036	-1.45518600535195	-4.06617595112465	3.78759887032899	-3.45644783520334	3.69577256589554	0.927917030690216	-1.39838740867914	1.06679909302067	3.50286008948165	-2.42507142186882	0.396514844484425	-3.21317438111899	4.02467857531797	-1.16376497276053	-0.4956837703844	-0.943412854715239	-1.10247686887729	-0.961098183517436	-4.07384796007763	1.15356619762509	3.24797228535611	0.630464148612912	2.68371390272475	-1.55506343815261	-0.888565729205005	1.80528797107079	-1.74397411081357	3.26631940089183	1.84543226957518	-3.06014601629557	-1.17237176762954	-0.543571492027838	0.596576356682712	1.08047301328686	-0.980820298421605	1.96776394927231	-0.670135688124988	-0.525802151292639	-1.53747751540534	2.61215443561041	3.11841782400654	-0.138620969327599	0.683252912373585	0.155468746009767	2.66488916100938	-1.36090514744091	2.60763913906086	1.70014258696392	0.285381972377088	-3.2695079152564	-2.66114260852353	2.27364588738587	0.470332333429574	0.92852079878148	3.58673873299078	5.56560534772886	0.490045814451886	-1.57426875042476	2.31466576821113	-3.02447156289283	3.76299883751398	0.493185801327285	2.59935942129321	-1.31824217841224	1.93614716026574	-1.6859741838562	0.721236759531196	0.940713718580957	1.43348873134067	-1.22695634226778	-2.43259985828143	-0.600874727838845	0.0163593621109313	-0.624940714601406	1.24323064776792	0.230305141443801	-0.324514826910335	-1.79071798312629	0.963240588909356	-1.41147066932194	-0.682381484560912	-2.9185131677483	-0.219136011301764	1.20084609402325	2.22510775512358	-1.27449416829093	-4.95979715895647	-1.10887711952821	3.41437257552314	-1.14239193228519	-0.476961315934172	-1.18265317584033	2.19360781915804	1.05108943067804	-1.65147506864316	-3.31487987481007	1.45202123853183	1.57270551738379	-0.818116238449146	-3.41554371931992	-1.42268850103021	-0.499216765458147	-1.7870814297451	-0.0337956392884584	-0.154325128269372	1.49377520823949	-0.325452733391866	-1.60868030332027	-1.27494678438777	2.45819062611708	-1.9995717141728	-1.36422741023668	0.358909962366629	0.618052901092378	3.39238984581369	0.761850111245726	1.98611556764685	-0.636107194082025	2.89076693800808
CREB1	TF_Activity	0.882134102172242	-4.62786204435979	2.53508524197055	0.533409182469456	1.02913681835366	-0.281437735212943	-7.44822150719035	-2.86689901176838	-3.54216478336359	-1.10602061013971	5.77760340780865	5.25274336470441	4.45575400459027	0.686364966203032	-6.29656192401459	-2.49091154470959	-5.65254626929734	-0.116054761739575	0.739795228960546	-2.83457822307447	1.39914757778299	-6.32855450204847	-0.832216716210696	1.81989485601207	0.751998692084692	3.37861047771728	3.60686406652823	1.53829139660484	2.16633936179617	5.83537043055247	4.31808455069952	-5.067039302165	-2.41608292623406	4.46225898671684	-3.02811399041777	1.30345844278642	-3.42664844602993	2.91832459365441	-5.54545676223605	0.858960216991224	0.668419807201372	2.51773445264505	3.76551029193749	1.913722426494	2.28391937010382	2.78827817563077	1.14740494847431	6.42201762683721	1.53577031131232	0.253349808895746	1.66323940658283	-2.83193241765357	-0.113312586757027	-3.53035377164346	1.57401745222464	-0.279793926050745	-0.1826740351598	-4.49180605287651	-0.202179201620491	-0.178019648618637	1.71283470642385	1.49751359962176	4.56579313794234	-0.555419771435936	-5.47277037406285	1.49275393049759	3.99681473722522	0.867000990093063	2.87879058071719	-1.01951575817352	-1.93379763206415	0.374381051578019	-6.82116194999178	-2.09813146131542	3.09109745183272	1.19456644003942	-0.191605243042644	-0.362684018740415	2.98858491436305	0.0319662620272638	2.44803925582942	2.95693902997626	1.72721144804366	-1.78553721326521	1.19557440997605	3.27267870494108	5.89625272076167	0.259005017987008	1.38359760736763	-2.55925145069942	1.67863407838138	3.21428246980979	-3.92142525132138	-2.02467760849275	0.952285300494021	2.02927253652751	-2.03163987620314	3.68763140760359	0.423305314310184	1.89561362280136	-1.35101155570125	1.27703074065445	-4.60687972529347	3.75063682025262	2.42816323199858	-3.01509482593476	0.802029563055861	-3.89698270833026	-3.1653069478352	0.368162273246175	1.10513626356814	4.17517743405037	-0.827485460544945	-0.704973570539739	2.38443582584387	-5.58362113631598	5.42941316805473	-4.22448691486766	1.6480032682056	-2.03246336857848	-5.386387584624	3.0804477043135	-3.24450129487931	-1.80407543739023	0.0785241600914429	-2.16628907905759	-7.82780285889627	-2.60877768091168	-3.53063186520941	3.17318407969639	-1.76335379918258	1.51041424940891	-3.96901781356836	3.82928585713815	-0.661494052913484	5.76075201366289	6.25485201887057	-3.75627676086724	-0.673563901324803	0.757541085905295	-1.21748969437022	-0.368516518416319	2.10711347836161	-1.49939257985546	-2.36357555516227	-1.58298215024947	1.52388614175853	5.34471142408242	1.51569778348623	-0.693309898347598	-3.16736563384754	-1.42643628453637	-4.01008015551745	2.6131691615152	-0.747141925685388	4.68614622284765	1.34726788444824	-0.682253627034064	4.31989295919754	3.71712763353573	4.23742288590111	-2.50451490149299	2.91506408712787	3.14122663098857	-0.834634741447301	-1.82144112562764	2.35336877138018	-1.38823391474698	3.02244245964783	2.78634509720688	-5.25026189503621	-0.0852613968352807	-3.99762586732175	0.433295621415455	2.76216243994456	7.03069584683284	-4.03793617136632	-3.72210635791943	3.68744963393566	-1.09197294531377	-3.86762662743599	-3.67742047455855	0.403823317139428	1.54503510442482	-0.478088437473496	-1.62742054193912	2.98642431100108
